rank,name,industry,exchange,code,rate,market_cap
177,Avnet,電子," - Avnet, Inc. (NASDAQ)",USD,1.0,502700000000
178,Jabil Circuit,電子, - Jabil Inc (NYSE),USD,1.0,489600000000
179,Konica Minolta Business Solutions,資訊硬體, - Konica Minolta Inc (TYO),JPY,0.0091,474349330000
180,Yamada Denki,電子通路, - Yamada Denki Co Ltd (TYO),JPY,0.0091,472294550000
181,VEON,電信, - VEON Ltd (ADR) (NASDAQ),USD,1.0,443300000000
182,SYNNEX,資訊服務, - SYNNEX Corporation (NYSE),USD,1.0,426400000000
183,China Communications Services,電信, - 中國通信服務股份有限公司 (HKG),HKD,0.1274,421770440000
184,Tsinghua Tongfang,資訊服務, - 清華同方 (SHA),CNY,0.153,373212900000
185,Innolux,電子, - 群創光電 (TPE),TWD,0.03292856,368671450616
186,Tech Data,電子, - Tech Data Corp (NASDAQ),USD,1.0,314900000000
187,Inventec,資訊硬體, - 英業達集團 (TPE),TWD,0.03292856,285875879352
188,中國長城科技,資訊硬體, - 中國長城 (SHE),CNY,0.153,281520000000
189,WPG Holdings,電子通路, - 大聯大投資控股股份有限公司 (TPE),TWD,0.03292856,258113810416
190,Wistron,資訊硬體, - 緯創資通 (TPE),TWD,0.03292856,205457750120
191,Intelsat,電信, - Intelsat SA (NYSE),USD,1.0,184400000000
192,Sistema,電信, - AFK Sistema PAO (MCX),RUB,0.016,123398400000
193,Frontier Communications,電信, - Frontier Communications Corp (NASDAQ),USD,1.0,49800000000
194,Softbank,電信, - SoftBank Group Corp (TYO),JPY,0.0091,31520580000
195,ATOS,資訊服務, - Atossa Genetics Inc (NASDAQ),USD,1.0,610790000
196,BT Group,電信, - BT Group plc (ADR) (NYSE),USD,1.0,1208418
197,AU Optronics,電子, - AU Optronics Corp (ADR) (NYSE),USD,1.0,822730
198,Rogers Communications,電信, - Rogers Communications Inc. (USA) Class B (TSE),CAD,0.7528,612962
199,CGI Group,資訊服務, - CGI (TSE),CAD,0.7528,342670
200,Telenor,電信, - Telenor ASA (SWX),CHF,1.0131,238696
201,ABB,工業, - ABB India Ltd (NSE),INR,0.0147,383
202,Synnex Technology Intl,電子通路,,,1.0,0
203,Etisalat,電信,,,1.0,0
204,STMicroelectronics,半導體,,,1.0,0
205,Compal Electronics,資訊硬體,,,1.0,0
206,Emirates Integrated Telecom,電信,,,1.0,0
207,Maxis,電信,,,1.0,0
208,Axiata Group,電信,,,1.0,0
209,Advanced Semiconductor,半導體,,,1.0,0
210,Telkom Indonesia,電信,,,1.0,0
211,Ooredoo Telecom,電信,,,1.0,0
212,Infineon Technologies,半導體,,,1.0,0
213,Level 3 Communications,電信,,,1.0,0
214,Lenovo Group,資訊硬體,,,1.0,0
215,Taiwan Mobile,電信,,,1.0,0
