rank,lift,name,exchange,code,rate,market_cap
42,+ 0,Automatic Data Processing, - Automatic Data Processing (NASDAQ),USD,1.0,6140000000000.0
43,+ 0,VMware," - VMware, Inc. (NYSE)",USD,1.0,6124000000000.0
44,+ 0,SK Hynix, - SK Hynix Inc (KRX),KRW,0.0009,5503500000000.0
45,+ 0,Hikvision, - 海康威視 (SHE),CNY,0.1553,5448250130000.0
46,+ 0,Intuit, - Intuit Inc. (NASDAQ),USD,1.0,5349600000000.0
47,+ 0,America Movil, - America Movil SAB de CV (BMV),MXN,0.0484,5178800000000.0
48,+ 0,Applied Materials," - Applied Materials, Inc. (NASDAQ)",USD,1.0,5102100000000.0
49,+ 0,Schneider Electric, - Schneider Electric SE (EPA),EUR,1.1613,4947254130000.0
50,+ 0,Hon Hai Precision, - 鴻海精密 (TPE),TWD,0.03317469,4876679430000.0
51,+ 0,Saudi Telecom, - Saudi Telecom Company SJSC (TADAWUL),SAR,0.26665483,4730803335479.0
52,+ 0,Nidec, - NIDEC CORPORATION (TYO),JPY,0.0091,4686500000000.0
53,+ 0,Emerson Electric, - Emerson Electric Co. (NYSE),USD,1.0,4534800000000.0
54,+ 0,Orange, - Orange SA (EPA),EUR,1.1613,4469959830000.0
55,+ 0,Telefónica, - Telefonica SA (BME),EUR,1.1596,4451820360000.0
56,+ 0,RELX Group, - Relx NV (AMS),EUR,1.1613,4403068950000.0
57,+ 0,Crown Castle International, - CROWN CASTLE In/SH SH (NYSE),USD,1.0,4193400000000.0
58,+ 0,Infosys, - Infosys Ltd (NSE),INR,0.0147,4013100000000.0
59,+ 0,Philips, - Koninklijke Philips NV (AMS),EUR,1.1613,3958755570000.0
60,+ 0,China Unicom, - 中國聯通 (HKG),HKD,0.1274,3929385460000.0
61,+ 0,eBay, - eBay Inc (NASDAQ),USD,1.0,3865600000000.0
62,+ 0,SingTel, - Singapore Telecommunications Limited (SGX),SGD,0.7406,3857785400000.0
63,+ 0,Murata Manufacturing," - Murata Manufacturing Co., Ltd. (TYO)",JPY,0.0091,3831100000000.0
64,+ 0,NXP Semiconductors, - NXP Semiconductors NV (NASDAQ),USD,1.0,3823300000000.0
65,+ 0,HP, - HP Inc (NYSE),USD,1.0,3818500000000.0
66,+ 0,Dassault Systemes, - Dassault Systemes SE (EPA),EUR,1.1613,3784560570000.0
67,+ 0,China Telecom, - 中國電信 (HKG),HKD,0.1274,3753127560000.0
68,+ 0,Analog Devices," - Analog Devices, Inc. (NASDAQ)",USD,1.0,3726400000000.0
69,+ 0,BCE, - BCE Inc. (USA) (TSE),CAD,0.7587,3706249500000.0
70,+ 0,Amadeus IT Group, - Amadeus It Group SA (BME),EUR,1.1613,3679346790000.0
71,+ 0,Hitachi," - Hitachi, Ltd. (TYO)",JPY,0.0091,3485300000000.0
72,+ 0,TE Connectivity, - TE Connectivity Ltd (NYSE),USD,1.0,3435600000000.0
73,+ 0,Panasonic, - Panasonic Corporation (TYO),JPY,0.0091,3403400000000.0
74,+ 0,Nokia, - Nokia Oyj (HEL),EUR,1.1613,3361498980000.0
75,+ 0,Vivendi, - Vivendi SA (EPA),EUR,1.1613,3256517460000.0
76,+ 0,ServiceNow, - ServiceNow Inc (NYSE),USD,1.0,3254700000000.0
77,+ 0,Equinix, - Equinix Inc (NASDAQ),USD,1.0,3168500000000.0
78,+ 0,Telenor, - Telenor ASA (ADR) (OTCMKTS),,1.0,3161300000000.0
79,+ 0,Red Hat, - Red Hat Inc (NYSE),USD,1.0,3126700000000.0
80,+ 0,Fiserv, - Fiserv Inc (NASDAQ),USD,1.0,3119300000000.0
81,+ 0,Autodesk," - Autodesk, Inc. (NASDAQ)",USD,1.0,3087200000000.0
82,+ 0,Tsinghua Tongfang, - 清華同方 (SHA),,1.0,2975700000000.0
83,+ 0,Mitsubishi Electric, - Mitsubishi Electric Corporation (TYO),JPY,0.0091,2893800000000.0
84,+ 0,Lam Research, - Lam Research Corporation (NASDAQ),USD,1.0,2882600000000.0
85,+ 0,Workday, - Workday Inc (NASDAQ),USD,1.0,2823100000000.0
86,+ 0,Chunghwa Telecom, - 中華電信 (TPE),TWD,0.03317469,2817990867360.0
87,+ 0,Tokyo Electron, - Tokyo Electron Ltd (TYO),JPY,0.0091,2811900000000.0
88,+ 0,Fortive, - Fortive Corp (NYSE),USD,1.0,2793700000000.0
89,+ 0,BT Group, - BT Group - CLASS A Common Stock (LON),GBP,1.3249,2748107580000.0
90,+ 0,Amphenol, - Amphenol Corporation (NYSE),USD,1.0,2725600000000.0
91,+ 0,Ericsson, - ERICSSON/SH B (STO),SEK,0.1136,2568177920000.0
92,+ 0,Telstra, - Telstra Corporation Ltd (ASX),AUD,0.7439,2539228260000.0
93,+ 0,Hewlett Packard Enterprise, - Hewlett Packard Enterprise Co (NYSE),USD,1.0,2417800000000.0
94,+ 0,Western Digital, - Western Digital Corp (NASDAQ),USD,1.0,2396900000000.0
95,+ 0,Corning, - Corning Incorporated (NYSE),USD,1.0,2387300000000.0
96,+ 0,Microchip Technology, - Microchip Technology Inc. (NASDAQ),USD,1.0,2379500000000.0
97,+ 0,Focus Media Information Technology, - 分眾傳媒 (SHE),CNY,0.1553,2345961800000.0
98,+ 0,Capgemini, - Capgemini SE (EPA),EUR,1.1613,2292173940000.0
99,+ 0,Swisscom, - Swisscom AG (VTX),CHF,1.0051,2282079550000.0
100,+ 0,Kyocera, - Kyocera Corp (TYO),JPY,0.0091,2220400000000.0
101,+ 0,Hoya, - HOYA CORPORATION (TYO),JPY,0.0091,2211300000000.0
102,+ 0,Bharti Airtel, - Bharti Airtel Limited (NSE),INR,0.0147,2175600000000.0
103,+ 0,Best Buy, - Best Buy Co Inc (NYSE),USD,1.0,2132600000000.0
104,+ 0,BOE Technology Group, - 京東方A (SHE),CNY,0.1553,2096518940000.0
105,+ 0,Teliasonera, - Telia Company AB (STO),SEK,0.1136,2072359360000.0
106,+ 0,Agilent Technologies, - Agilent Technologies Inc (NYSE),USD,1.0,2070700000000.0
107,+ 0,Naver, - Naver Corp (KRX),KRW,0.0009,2059200000000.0
108,+ 0,TELUS, - TELUS Corporation (USA) (TSE),CAD,0.7587,2053952640000.0
109,+ 0,LARGAN Precision, - 大立光電 (TPE),TWD,0.03317469,2042575615707.0
110,+ 0,Fujifilm Holdings, - FUJIFILM Holdings Corp (TYO),JPY,0.0091,2002000000000.0
111,+ 0,Legrand, - Legrand SA (EPA),EUR,1.1613,1970029320000.0
112,+ 0,Toshiba, - Toshiba Corp (TYO),JPY,0.0091,1965600000000.0
113,+ 0,CenturyLink, - Centurylink Inc (NYSE),USD,1.0,1964600000000.0
114,+ 0,HCL Technologies, - HCL Technologies Ltd (NSE),INR,0.0147,1911000000000.0
115,+ 0,AAC Technologies Holdings, - 瑞聲科技 (HKG),HKD,0.1274,1872869180000.0
116,+ 0,Expedia, - Expedia Group Inc (NASDAQ),USD,1.0,1872800000000.0
117,+ 0,Skyworks Solutions, - Skyworks Solutions Inc (NASDAQ),USD,1.0,1840600000000.0
118,+ 0,Snap, - Snap Inc (NYSE),USD,1.0,1799800000000.0
119,+ 0,SBA Communications, - SBA Communications Corporation (NASDAQ),USD,1.0,1798900000000.0
120,+ 0,VeriSign," - Verisign, Inc. (NASDAQ)",USD,1.0,1776400000000.0
121,+ 0,Dell Technologies, - Dell Technologies Inc (NYSE),USD,1.0,1772100000000.0
122,+ 0,Wipro, - Wipro Limited (NSE),INR,0.0147,1764000000000.0
123,+ 0,Harris, - Harris Corporation (NYSE),USD,1.0,1762600000000.0
124,+ 0,Xilinx," - Xilinx, Inc. (NASDAQ)",USD,1.0,1760400000000.0
125,+ 0,WW Grainger, - W W Grainger Inc (NYSE),USD,1.0,1758000000000.0
126,+ 0,Advanced Info Service, - Advanced Info Service PCL (BKK),THB,0.0306,1755849420000.0
127,+ 0,Secom, - Secom Co Ltd (TYO),JPY,0.0091,1747200000000.0
128,+ 0,Ametek," - AMETEK, Inc. (NYSE)",USD,1.0,1732900000000.0
129,+ 0,KLA-Tencor, - KLA-Tencor Corp (NASDAQ),USD,1.0,1729200000000.0
130,+ 0,SK Telecom, - SK Telecom Co Ltd (KRX),KRW,0.0009,1726200000000.0
131,+ 0,Maxim Integrated Products, - Maxim Integrated Products Inc. (NASDAQ),USD,1.0,1700400000000.0
132,+ 0,Renesas Electronics, - Renesas Electronics Corporation (TYO),JPY,0.0091,1683500000000.0
133,+ 0,Seagate Technology, - Seagate Technology PLC (NASDAQ),USD,1.0,1678700000000.0
134,+ 0,Advanced Micro Devices," - Advanced Micro Devices, Inc. (NASDAQ)",USD,1.0,1660000000000.0
135,+ 0,Mediatek, - 聯發科技 (TPE),TWD,0.03317469,1650341303430.0
136,+ 0,Telecom Italia, - Telecom Italia SpA (BIT),EUR,1.1613,1610258580000.0
137,+ 0,Check Point Software, - Check Point Software Technologies Ltd. (NASDAQ),USD,1.0,1595400000000.0
138,+ 0,CA," - CA, Inc. (NASDAQ)",USD,1.0,1549400000000.0
139,+ 0,Citrix Systems," - Citrix Systems, Inc. (NASDAQ)",USD,1.0,1454200000000.0
140,+ 0,Akamai Technologies," - Akamai Technologies, Inc. (NASDAQ)",USD,1.0,1403100000000.0
141,+ 0,Samsung SDI, - Samsung SDI Co Ltd (KRX),KRW,0.0009,1393200000000.0
142,+ 0,Liberty Broadband, - Liberty Broadband Corp Series A (NASDAQ),USD,1.0,1392100000000.0
143,+ 0,LG Electronics, - LG Electronics Inc. (KRX),KRW,0.0009,1370700000000.0
144,+ 0,Samsung SDS, - Samsung SDS Co Ltd (KRX),KRW,0.0009,1361700000000.0
145,+ 0,TDK, - TDK Corp (TYO),JPY,0.0091,1346800000000.0
146,+ 0,Vestas Wind Systems, - Vestas Wind Systems A/S (CPH),DKK,0.1559,1339523980000.0
147,+ 0,ZTE, - 中興通訊 (SHE),CNY,0.1553,1334027000000.0
148,+ 0,Fujitsu, - Fujitsu Ltd (TYO),JPY,0.0091,1319500000000.0
149,+ 0,Symantec, - Symantec Corporation (NASDAQ),USD,1.0,1319500000000.0
150,+ 0,Nomura Research Institute, - Nomura Research Institute Ltd (TYO),JPY,0.0091,1310400000000.0
151,+ 0,CDW, - CDW common stock (NASDAQ),USD,1.0,1296800000000.0
152,+ 0,Olympus, - Olympus Corp (TYO),JPY,0.0091,1292200000000.0
153,+ 0,Sharp, - Sharp Corporation (TYO),JPY,0.0091,1228500000000.0
154,+ 0,Garmin, - Garmin Ltd. (NASDAQ),USD,1.0,1211600000000.0
155,+ 0,KPN, - Koninklijke KPN N.V. (AMS),EUR,1.1613,1160138700000.0
156,+ 0,F5 Networks," - F5 Networks, Inc. (NASDAQ)",USD,1.0,1107700000000.0
157,+ 0,OMRON, - OMRON Corporation (TYO),JPY,0.0091,1055600000000.0
158,+ 0,Liberty Interactive, - Qurate Retail Inc Series A (NASDAQ),USD,1.0,1011400000000.0
159,+ 0,Amdocs, - Amdocs Limited (NASDAQ),USD,1.0,1010100000000.0
160,+ 0,Delta Electronics, - 台達電子 (TPE),TWD,0.03317469,978059528049.0
161,+ 0,Open Text, - Open Text Corp (USA) (NASDAQ),USD,1.0,957000000000.0
162,+ 0,Iliad, - Iliad SA (EPA),EUR,1.1613,950524050000.0
163,+ 0,Juniper Networks," - Juniper Networks, Inc. (NYSE)",USD,1.0,944800000000.0
164,+ 0,Rakuten, - Rakuten Inc (TYO),JPY,0.0091,937300000000.0
165,+ 0,Nanya Technology, - 南亞科技 (TPE),TWD,0.03317469,936863198007.0
166,+ 0,Proximus, - Proximus NV (EBR),EUR,1.1613,827890770000.0
167,+ 0,Flextronics International, - Flex Ltd (NASDAQ),USD,1.0,756900000000.0
168,+ 0,NEC, - NEC Corp (TYO),JPY,0.0091,731239600000.0
169,+ 0,Legend Holding, - 聯想控股 (HKG),HKD,0.1274,726447540000.0
170,+ 0,Arrow Electronics," - Arrow Electronics, Inc. (NYSE)",USD,1.0,692400000000.0
171,+ 0,Quanta Computer, - 廣達電腦 (TPE),TWD,0.03317469,690634013889.0
172,+ 0,KT Corp, - KT Corp (KRX),KRW,0.0009,670500000000.0
173,+ 0,LG Display, - LG Display Co Ltd (KRX),KRW,0.0009,653400000000.0
174,+ 0,TCL Corp, - TCL集團 (SHE),CNY,0.1553,641792780000.0
175,+ 0,Pegatron, - 和碩聯合科技 (TPE),TWD,0.03317469,573905549655.0
176,+ 0,G4S, - G4S plc (LON),GBP,1.3249,556060530000.0
177,+ 0,LG Uplus, - LG Uplus Corp (KRX),KRW,0.0009,549900000000.0
178,+ 0,Altice, - Altice N.V/EQ (AMS),EUR,1.1613,544185180000.0
179,+ 0,Turkcell, - Turkcell Iletisim Hizmetleri A.S. (IST),TRY,0.2118,520943280000.0
180,+ 0,Avnet," - Avnet, Inc. (NASDAQ)",USD,1.0,505200000000.0
181,+ 0,Yamada Denki, - Yamada Denki Co Ltd (TYO),JPY,0.0091,487245850000.0
182,+ 0,Konica Minolta Business Solutions, - Konica Minolta Inc (TYO),JPY,0.0091,478466170000.0
183,+ 0,Jabil Circuit, - Jabil Inc (NYSE),USD,1.0,464700000000.0
184,+ 0,SYNNEX, - SYNNEX Corporation (NYSE),USD,1.0,461900000000.0
185,+ 0,Rexel, - Rexel SA (EPA),EUR,1.1613,460339320000.0
186,+ 0,China Communications Services, - 中國通信服務股份有限公司 (HKG),HKD,0.1274,437657220000.0
187,+ 0,AU Optronics, - 友達光電 (TPE),TWD,0.03317469,431028794763.0
188,+ 0,VEON, - VEON Ltd (ADR) (NASDAQ),USD,1.0,417700000000.0
189,+ 0,Innolux, - 群創光電 (TPE),TWD,0.03317469,396188735325.0
190,+ 0,Tech Data, - Tech Data Corp (NASDAQ),USD,1.0,336800000000.0
191,+ 0,Inventec, - 英業達集團 (TPE),TWD,0.03317469,290988475866.0
192,+ 0,Oi, - Owens-Illinois Inc (NYSE),USD,1.0,282400000000.0
193,+ 0,WPG Holdings, - 大聯大投資控股股份有限公司 (TPE),TWD,0.03317469,260348332182.0
194,+ 0,Wistron, - 緯創資通 (TPE),TWD,0.03317469,211554998130.0
195,+ 0,Intelsat, - Intelsat SA (NYSE),USD,1.0,203000000000.0
196,+ 0,Sistema, - AFK Sistema PAO (MCX),RUB,0.0158,148810720000.0
197,+ 0,Frontier Communications, - Frontier Communications Corp (NASDAQ),USD,1.0,62000000000.0
198,+ 0,Softbank, - SoftBank Group Corp (TYO),JPY,0.009,33675299999.0
199,+ 0,ABB, - ABB India Ltd (NSE),INR,0.0147,
200,+ 0,Yahoo!,,,1.0,
201,+ 0,Etisalat,,,1.0,
202,+ 0,Netease,,,1.0,
203,+ 0,Telkom Indonesia,,,1.0,
204,+ 0,Rogers Communications, - Rogers Communications Inc. (USA) Class B (TSE),CAD,0.7587,
205,+ 0,Infineon Technologies,,,1.0,
206,+ 0,Level 3 Communications,,,1.0,
207,+ 0,MTN Group, - MTN Group Limited (JSE),ZAC,,
208,+ 0,CGI Group, - CGI Group Inc (TSE),CAD,0.7587,
209,+ 0,STMicroelectronics,,,1.0,
210,+ 0,ATOS, - Atossa Genetics Inc (NASDAQ),USD,1.0,
211,+ 0,Taiwan Mobile,,,1.0,
212,+ 0,NetApp,,,1.0,
213,+ 0,Maxis,,,1.0,
214,+ 0,Axiata Group,,,1.0,
215,+ 0,Advanced Semiconductor,,,1.0,
216,+ 0,Ooredoo Telecom,,,1.0,
217,+ 0,Lenovo Group,,,1.0,
218,+ 0,Emirates Integrated Telecom,,,1.0,
219,+ 0,Asustek Computer,,,1.0,
220,+ 0,China Railway Signal & Communication,,,1.0,
221,+ 0,China Great Wall Computer,,,1.0,
222,+ 0,Compal Electronics,,,1.0,
223,+ 0,Synnex Technology Intl,,,1.0,
