rank,name,industry,exchange,code,rate,market_cap
113,SBA Communications,電信, - SBA Communications Corporation (NASDAQ),USD,1.0,1849500000000
114,BOE Technology Group,電子, - 京東方A (SHE),CNY,0.1539,1839505140000
115,AAC Technologies Holdings,電子, - 瑞聲科技 (HKG),HKD,0.1274,1802811920000
116,Skyworks Solutions,半導體, - Skyworks Solutions Inc (NASDAQ),USD,1.0,1799600000000
117,Secom,保全系統, - Secom Co Ltd (TYO),JPY,0.0091,1774500000000
118,SK Telecom,電信, - SK Telecom Co Ltd (KRX),KRW,0.0009,1758600000000
119,Dell Technologies,資訊硬體, - Dell Technologies Inc (NYSE),USD,1.0,1749500000000
120,Wipro,資訊服務, - Wipro Limited (NSE),INR,0.0147,1719900000000
121,VeriSign,軟體," - Verisign, Inc. (NASDAQ)",USD,1.0,1715600000000
122,Xilinx,半導體," - Xilinx, Inc. (NASDAQ)",USD,1.0,1699800000000
123,Harris,通訊設備, - Harris Corporation (NYSE),USD,1.0,1698300000000
124,Advanced Info Service,電信, - Advanced Info Service PCL (BKK),THB,0.0304,1694663200000
125,Seagate Technology,儲存, - Seagate Technology PLC (NASDAQ),USD,1.0,1691100000000
126,Ametek,機電設備," - AMETEK, Inc. (NYSE)",USD,1.0,1688700000000
127,Renesas Electronics,半導體, - Renesas Electronics Corporation (TYO),JPY,0.0091,1683500000000
128,Maxim Integrated Products,半導體, - Maxim Integrated Products Inc. (NASDAQ),USD,1.0,1674400000000
129,Snap,軟體, - Snap Inc (NYSE),USD,1.0,1659500000000
130,KLA-Tencor,半導體, - KLA-Tencor Corp (NASDAQ),USD,1.0,1650100000000
131,Mediatek,半導體, - 聯發科技 (TPE),TWD,0.03299393,1617900249659
132,Telecom Italia,電信, - Telecom Italia SpA (BIT),EUR,1.1648,1584710400000
133,Check Point Software,軟體, - Check Point Software Technologies Ltd. (NASDAQ),USD,1.0,1546600000000
134,Advanced Micro Devices,半導體," - Advanced Micro Devices, Inc. (NASDAQ)",USD,1.0,1529100000000
135,CA,軟體," - CA, Inc. (NASDAQ)",USD,1.0,1506500000000
136,MTN Group,電信, - MTN Group Limited (JSE),ZAR,0.0741,1495515840000
137,Citrix Systems,軟體," - Citrix Systems, Inc. (NASDAQ)",USD,1.0,1427600000000
138,Samsung SDI,電子, - Samsung SDI Co Ltd (KRX),KRW,0.0009,1418400000000
139,Samsung SDS,資訊服務, - Samsung SDS Co Ltd (KRX),KRW,0.0009,1399500000000
140,Liberty Broadband,電信, - Liberty Broadband Corp Series A (NASDAQ),USD,1.0,1394300000000
141,Akamai Technologies,資訊服務," - Akamai Technologies, Inc. (NASDAQ)",USD,1.0,1366500000000
142,TDK,電子, - TDK Corp (TYO),JPY,0.0091,1355900000000
143,Symantec,軟體, - Symantec Corporation (NASDAQ),USD,1.0,1289600000000
144,Olympus,資訊硬體, - Olympus Corp (TYO),JPY,0.0091,1283100000000
145,Fujitsu,資訊硬體, - Fujitsu Ltd (TYO),JPY,0.0091,1274000000000
146,CDW,軟體, - CDW common stock (NASDAQ),USD,1.0,1269500000000
147,LG Electronics,資訊硬體, - LG Electronics Inc. (KRX),KRW,0.0009,1265400000000
148,Nomura Research Institute,資訊服務, - Nomura Research Institute Ltd (TYO),JPY,0.0091,1264900000000
149,Sharp,資訊硬體, - Sharp Corporation (TYO),JPY,0.0091,1192100000000
150,Garmin,資訊硬體, - Garmin Ltd. (NASDAQ),USD,1.0,1191800000000
151,KPN,電信, - Koninklijke KPN N.V. (AMS),EUR,1.1648,1186698240000
152,F5 Networks,資訊服務," - F5 Networks, Inc. (NASDAQ)",USD,1.0,1062700000000
153,OMRON,電子, - OMRON Corporation (TYO),JPY,0.0091,1037400000000
154,Liberty Interactive,電商, - Qurate Retail Inc Series A (NASDAQ),USD,1.0,1001700000000
155,Amdocs,軟體, - Amdocs Limited (NASDAQ),USD,1.0,991300000000
156,Open Text,軟體, - Open Text Corp (USA) (NASDAQ),USD,1.0,954100000000
157,Delta Electronics,電子, - 台達電子 (TPE),TWD,0.03299393,947021473396
158,Nanya Technology,半導體, - 南亞科技 (TPE),TWD,0.03299393,933777709894
159,Juniper Networks,通訊設備," - Juniper Networks, Inc. (NYSE)",USD,1.0,928200000000
160,Rakuten,電商, - Rakuten Inc (TYO),JPY,0.0091,919100000000
161,ZTE,通訊設備, - 中興通訊 (SHE),CNY,0.1539,884340180000
162,Proximus,電信, - Proximus NV (EBR),EUR,1.1648,824096000000
163,Flextronics International,電子, - Flex Ltd (NASDAQ),USD,1.0,763500000000
164,NEC,電子, - NEC Corp (TYO),JPY,0.0091,731239600000
165,Legend Holding,資訊硬體, - 聯想控股 (HKG),HKD,0.1274,729441440000
166,Quanta Computer,資訊硬體, - 廣達電腦 (TPE),TWD,0.03299393,694515627714
167,Arrow Electronics,電子," - Arrow Electronics, Inc. (NYSE)",USD,1.0,680700000000
168,Asustek Computer,資訊硬體, - 華碩 (TPE),TWD,0.03299393,672706639984
169,KT Corp,電信, - KT Corp (KRX),KRW,0.0009,650700000000
170,LG Display,電子, - LG Display Co Ltd (KRX),KRW,0.0009,612000000000
171,China Railway Signal & Communication Corporation,機電設備, - 中國通號 (HKG),HKD,0.1274,606946340000
172,TCL Corp,資訊硬體, - TCL集團 (SHE),CNY,0.1539,583881210000
173,LG Uplus,電信, - LG Uplus Corp (KRX),KRW,0.0009,567900000000
174,Pegatron,資訊硬體, - 和碩聯合科技 (TPE),TWD,0.03299393,560431595587
175,G4S,保全系統, - G4S plc (LON),GBP,1.3287,560179920000
176,Altice,電信, - Altice N.V/EQ (AMS),EUR,1.1648,549669120000
177,Turkcell,電信, - Turkcell Iletisim Hizmetleri A.S. (IST),TRY,0.2132,539396000000
178,Avnet,電子," - Avnet, Inc. (NASDAQ)",USD,1.0,501600000000
179,Jabil Circuit,電子, - Jabil Inc (NYSE),USD,1.0,481500000000
180,Konica Minolta Business Solutions,資訊硬體, - Konica Minolta Inc (TYO),JPY,0.0091,475263880000
181,Yamada Denki,電子通路, - Yamada Denki Co Ltd (TYO),JPY,0.0091,473174520000
182,SYNNEX,資訊服務, - SYNNEX Corporation (NYSE),USD,1.0,446000000000
183,China Communications Services,電信, - 中國通信服務股份有限公司 (HKG),HKD,0.1274,433249180000
184,VEON,電信, - VEON Ltd (ADR) (NASDAQ),USD,1.0,426800000000
185,Tsinghua Tongfang,資訊服務, - 清華同方 (SHA),CNY,0.1539,375839190000
186,Innolux,電子, - 群創光電 (TPE),TWD,0.03299393,367760241959
187,Tech Data,電子, - Tech Data Corp (NASDAQ),USD,1.0,326000000000
188,Inventec,資訊硬體, - 英業達集團 (TPE),TWD,0.03299393,293543695817
189,中國長城科技,資訊硬體, - 中國長城 (SHE),CNY,0.1539,288624060000
190,WPG Holdings,電子通路, - 大聯大投資控股股份有限公司 (TPE),TWD,0.03299393,264047122396
191,Intelsat,電信, - Intelsat SA (NYSE),USD,1.0,206500000000
192,Wistron,資訊硬體, - 緯創資通 (TPE),TWD,0.03299393,206320942469
193,Sistema,電信, - AFK Sistema PAO (MCX),RUB,0.0158,132405580000
194,Frontier Communications,電信, - Frontier Communications Corp (NASDAQ),USD,1.0,51800000000
195,Softbank,電信, - SoftBank Group Corp (TYO),JPY,0.0091,32681740000
196,ATOS,資訊服務, - Atossa Genetics Inc (NASDAQ),USD,1.0,657680000
197,BT Group,電信, - BT Group plc (ADR) (NYSE),USD,1.0,1297753
198,AU Optronics,電子, - AU Optronics Corp (ADR) (NYSE),USD,1.0,840580
199,Rogers Communications,電信, - Rogers Communications Inc. (USA) Class B (TSE),CAD,0.7535,643177
200,CGI Group,資訊服務, - CGI (TSE),CAD,0.7535,345423
201,Telenor,電信, - Telenor ASA (SWX),CHF,1.0099,237942
202,ABB,工業, - ABB India Ltd (NSE),INR,0.0147,458
203,Emirates Integrated Telecom,電信,,,1.0,0
204,Synnex Technology Intl,電子通路,,,1.0,0
205,Compal Electronics,資訊硬體,,,1.0,0
206,STMicroelectronics,半導體,,,1.0,0
207,Maxis,電信,,,1.0,0
208,Etisalat,電信,,,1.0,0
209,Level 3 Communications,電信,,,1.0,0
210,Advanced Semiconductor,半導體,,,1.0,0
211,Telkom Indonesia,電信,,,1.0,0
212,Ooredoo Telecom,電信,,,1.0,0
213,Infineon Technologies,半導體,,,1.0,0
214,Lenovo Group,資訊硬體,,,1.0,0
215,Taiwan Mobile,電信,,,1.0,0
