rank,lift,name,exchange,code,rate,market_cap
196,+ 0,WPG Holdings, - 大聯大投資控股股份有限公司 (TPE),TWD,0.03362458,271508396126.0
197,+ 0,Wistron, - 緯創資通 (TPE),TWD,0.03362458,218536232794.0
198,+ 0,Intelsat, - Intelsat SA (NYSE),USD,1.0,211700000000.0
199,+ 0,Frontier Communications, - Frontier Communications Corp (NASDAQ),USD,1.0,58500000000.0
200,+ 0,Qualcomm,,,1.0,
201,+ 0,Yahoo!,,,1.0,
202,+ 0,Etisalat,,,1.0,
203,+ 0,Telkom Indonesia,,,1.0,
204,+ 0,Telenor, - Telenor ASA (SWX),CHF,1.01417296,
205,+ 0,Rogers Communications, - Rogers Communications Inc. (USA) Class B (TSE),CAD,0.77293912,
206,+ 0,Level 3 Communications,,,1.0,
207,+ 0,MTN Group, - MTN Group Limited (JSE),ZAC,,
208,+ 0,CGI Group, - CGI Group Inc (TSE),CAD,0.77295475,
209,+ 0,STMicroelectronics,,,1.0,
210,+ 0,ATOS, - Atossa Genetics Inc (NASDAQ),USD,1.0,
211,+ 0,Taiwan Mobile,,,1.0,
212,+ 0,Maxis,,,1.0,
213,+ 0,Axiata Group,,,1.0,
214,+ 0,Advanced Semiconductor,,,1.0,
215,+ 0,ZTE,,,1.0,
216,+ 0,Ooredoo Telecom,,,1.0,
217,+ 0,Emirates Integrated Telecom,,,1.0,
218,+ 0,Asustek Computer,,,1.0,
219,+ 0,China Railway Signal & Communication,,,1.0,
220,+ 0,China Great Wall Computer,,,1.0,
221,+ 0,Sistema,,,1.0,
222,+ 0,Compal Electronics,,,1.0,
223,+ 0,Synnex Technology Intl,,,1.0,
