rank,lift,name,exchange,code,rate,market_cap
103,0,Teliasonera, - Telia Company AB (STO),SEK,0.1134,2061498600000.0
104,0,Agilent Technologies, - Agilent Technologies Inc (NYSE),USD,1.0,2024500000000.0
105,0,Naver, - Naver Corp (KRX),KRW,0.0009,2023200000000.0
106,0,Legrand, - Legrand SA (EPA),EUR,1.1669,2019903900000.0
107,0,Fujifilm Holdings, - FUJIFILM Holdings Corp (TYO),JPY,0.0091,2002000000000.0
108,0,Best Buy, - Best Buy Co Inc (NYSE),USD,1.0,1940900000000.0
109,0,CenturyLink, - Centurylink Inc (NYSE),USD,1.0,1913900000000.0
110,0,NetApp, - NetApp Inc. (NASDAQ),USD,1.0,1867700000000.0
111,0,HCL Technologies, - HCL Technologies Ltd (NSE),INR,0.0149,1862500000000.0
112,0,Skyworks Solutions, - Skyworks Solutions Inc (NASDAQ),USD,1.0,1838400000000.0
113,0,SBA Communications, - SBA Communications Corporation (NASDAQ),USD,1.0,1820700000000.0
114,0,Harris, - Harris Corporation (NYSE),USD,1.0,1812900000000.0
115,0,AAC Technologies Holdings, - 瑞聲科技 (HKG),HKD,0.1275,1810449000000.0
116,0,KLA-Tencor, - KLA-Tencor Corp (NASDAQ),USD,1.0,1805600000000.0
117,0,Expedia, - Expedia Group Inc (NASDAQ),USD,1.0,1802100000000.0
118,0,Toshiba, - Toshiba Corp (TYO),JPY,0.0091,1792700000000.0
119,0,Advanced Info Service, - Advanced Info Service PCL (BKK),THB,0.0312,1790568000000.0
120,0,Xilinx," - Xilinx, Inc. (NASDAQ)",USD,1.0,1783200000000.0
121,0,Wipro, - Wipro Limited (NSE),INR,0.0149,1773100000000.0
122,0,Secom, - Secom Co Ltd (TYO),JPY,0.0091,1738100000000.0
123,0,WW Grainger, - W W Grainger Inc (NYSE),USD,1.0,1734900000000.0
124,0,Ametek," - AMETEK, Inc. (NYSE)",USD,1.0,1718500000000.0
125,0,Renesas Electronics, - Renesas Electronics Corporation (TYO),JPY,0.0091,1692600000000.0
126,0,Dell Technologies, - Dell Technologies Inc (NYSE),USD,1.0,1691500000000.0
127,0,Maxim Integrated Products, - Maxim Integrated Products Inc. (NASDAQ),USD,1.0,1680600000000.0
128,0,Telecom Italia, - Telecom Italia SpA (BIT),EUR,1.1669,1665633060000.0
129,0,Seagate Technology, - Seagate Technology PLC (NASDAQ),USD,1.0,1662100000000.0
130,0,VeriSign," - Verisign, Inc. (NASDAQ)",USD,1.0,1631700000000.0
131,0,SK Telecom, - SK Telecom Co Ltd (KRX),KRW,0.0009,1610100000000.0
132,0,Check Point Software, - Check Point Software Technologies Ltd. (NASDAQ),USD,1.0,1575100000000.0
133,0,Samsung SDS, - Samsung SDS Co Ltd (KRX),KRW,0.0009,1549800000000.0
134,0,CA," - CA, Inc. (NASDAQ)",USD,1.0,1501300000000.0
135,0,Snap, - Snap Inc (NYSE),USD,1.0,1463300000000.0
136,0,Citrix Systems," - Citrix Systems, Inc. (NASDAQ)",USD,1.0,1448000000000.0
137,0,Advanced Micro Devices," - Advanced Micro Devices, Inc. (NASDAQ)",USD,1.0,1395900000000.0
138,0,LG Electronics, - LG Electronics Inc. (KRX),KRW,0.0009,1369800000000.0
139,0,Samsung SDI, - Samsung SDI Co Ltd (KRX),KRW,0.0009,1353600000000.0
140,0,Sharp, - Sharp Corporation (TYO),JPY,0.0091,1319500000000.0
141,0,Symantec, - Symantec Corporation (NASDAQ),USD,1.0,1306500000000.0
142,0,Olympus, - Olympus Corp (TYO),JPY,0.0091,1301300000000.0
143,0,Akamai Technologies," - Akamai Technologies, Inc. (NASDAQ)",USD,1.0,1296800000000.0
144,0,Fujitsu, - Fujitsu Ltd (TYO),JPY,0.0091,1274000000000.0
145,0,Nomura Research Institute, - Nomura Research Institute Ltd (TYO),JPY,0.0091,1274000000000.0
146,0,Liberty Broadband, - Liberty Broadband Corp Series A (NASDAQ),USD,1.0,1246900000000.0
147,0,CDW, - CDW common stock (NASDAQ),USD,1.0,1229300000000.0
148,0,TDK, - TDK Corp (TYO),JPY,0.0091,1219400000000.0
149,0,Garmin, - Garmin Ltd. (NASDAQ),USD,1.0,1216000000000.0
150,0,KPN, - Koninklijke KPN N.V. (AMS),EUR,1.1669,1162465780000.0
151,0,OMRON, - OMRON Corporation (TYO),JPY,0.0091,1137500000000.0
152,0,F5 Networks," - F5 Networks, Inc. (NASDAQ)",USD,1.0,1070700000000.0
153,0,Iliad, - Iliad SA (EPA),EUR,1.1669,1009718570000.0
154,0,Amdocs, - Amdocs Limited (NASDAQ),USD,1.0,980500000000.0
155,0,Liberty Interactive, - Qurate Retail Inc Series A (NASDAQ),USD,1.0,950200000000.0
156,0,Open Text, - Open Text Corp (USA) (NASDAQ),USD,1.0,944400000000.0
157,0,Rakuten, - Rakuten Inc (TYO),JPY,0.0091,937300000000.0
158,0,Juniper Networks," - Juniper Networks, Inc. (NYSE)",USD,1.0,935700000000.0
159,0,Proximus, - Proximus NV (EBR),EUR,1.1669,911465590000.0
160,0,LG Display, - LG Display Co Ltd (KRX),KRW,0.0009,755100000000.0
161,0,Legend Holding, - 聯想控股 (HKG),HKD,0.1275,745046250000.0
162,0,Flextronics International, - Flex Ltd (NASDAQ),USD,1.0,736100000000.0
163,0,NEC, - NEC Corp (TYO),JPY,0.0091,730054780000.0
164,0,Arrow Electronics," - Arrow Electronics, Inc. (NYSE)",USD,1.0,660500000000.0
165,0,TCL Corp, - TCL集團 (SHE),CNY,0.1558,652739680000.0
166,0,KT Corp, - KT Corp (KRX),KRW,0.0009,635400000000.0
167,0,Altice, - Altice NV Class A (AMS),EUR,1.1669,610055320000.0
168,0,Turkcell, - Turkcell Iletisim Hizmetleri A.S. (IST),TRY,0.2161,570093410000.0
169,0,G4S, - G4S plc (LON),GBP,1.3309,566431040000.0
170,0,Jabil Circuit, - Jabil Inc (NYSE),USD,1.0,491300000000.0
171,0,Yamada Denki, - Yamada Denki Co Ltd (TYO),JPY,0.0091,489884850000.0
172,0,LG Uplus, - LG Uplus Corp (KRX),KRW,0.0009,475200000000.0
173,0,Rexel, - Rexel SA (EPA),EUR,1.1669,470844150000.0
174,0,Konica Minolta Business Solutions, - Konica Minolta Inc (TYO),JPY,0.0091,457424240000.0
175,0,China Communications Services, - 中國通信服務股份有限公司 (HKG),HKD,0.1275,452127750000.0
176,0,Avnet," - Avnet, Inc. (NASDAQ)",USD,1.0,449700000000.0
177,0,VEON, - VEON Ltd (ADR) (NASDAQ),USD,1.0,446600000000.0
178,0,SYNNEX, - SYNNEX Corporation (NYSE),USD,1.0,434700000000.0
179,0,Tech Data, - Tech Data Corp (NASDAQ),USD,1.0,338300000000.0
180,0,Oi, - Owens-Illinois Inc (NYSE),USD,1.0,303700000000.0
181,0,Intelsat, - Intelsat SA (NYSE),USD,1.0,203100000000.0
182,0,Frontier Communications, - Frontier Communications Corp (NASDAQ),USD,1.0,60000000000.0
183,0,Taiwan Semiconductor, - 台灣積體電路製造 (TPE),TWD,,
184,0,Hon Hai Precision, - 鴻海精密 (TPE),TWD,,
185,0,ABB, - ABB India Ltd (NSE),INR,0.0149,
186,0,Yahoo!,,,1.1669,
187,0,Etisalat,,,1.1669,
188,0,Saudi Telecom, - Saudi Telecom Company SJSC (TADAWUL),SAR,,
189,0,Telkom Indonesia,,,1.1669,
190,0,Chunghwa Telecom, - 中華電信 (TPE),TWD,,
191,0,Telenor, - Telenor ASA (SWX),CHF,1.012,
192,0,Rogers Communications, - Rogers Communications Inc. (USA) Class B (TSE),CAD,0.7706,
193,0,Level 3 Communications,,,1.1669,
194,0,LARGAN Precision, - 大立光電 (TPE),TWD,,
195,0,Vestas Wind Systems, - VESTAS WIND Sys/ADR (OTCMKTS),,1.1669,
196,0,MTN Group, - MTN Group Limited (JSE),ZAC,,
197,0,CGI Group, - CGI Group Inc (TSE),CAD,0.7706,
198,0,Delta Electronics, - 台達電子 (TPE),TWD,,
199,0,STMicroelectronics,,,1.1669,
200,0,ATOS, - Atossa Genetics Inc (NASDAQ),USD,1.0,
201,0,Taiwan Mobile,,,1.1669,
202,0,Mediatek, - 聯發科技 (TPE),TWD,,
203,0,Maxis,,,1.1669,
204,0,Axiata Group,,,1.1669,
205,0,Advanced Semiconductor,,,1.1669,
206,0,ZTE,,,1.1669,
207,0,Ooredoo Telecom,,,1.1669,
208,0,Quanta Computer, - 廣達電腦 (TPE),TWD,,
209,0,Lenovo Group,,,1.1669,
210,0,Pegatron, - 和碩聯合科技 (TPE),TWD,,
211,0,Emirates Integrated Telecom,,,1.1669,
212,0,Asustek Computer,,,1.1669,
213,0,China Railway Signal & Communication,,,1.1669,
214,0,China Great Wall Computer,,,1.1669,
215,0,Nanya Technology, - 南亞科技 (TPE),TWD,,
216,0,Innolux, - 群創光電 (TPE),TWD,,
217,0,AU Optronics, - 友達光電 (TPE),TWD,,
218,0,Sistema,,,1.1669,
219,0,Compal Electronics,,,1.1669,
220,0,Inventec, - 英業達集團 (TPE),TWD,,
221,0,Wistron, - 緯創資通 (TPE),TWD,,
222,0,WPG Holdings, - 大聯大投資控股股份有限公司 (TPE),TWD,,
223,0,Synnex Technology Intl,,,1.1669,
