rank,name,industry,exchange,code,rate,market_cap
76,ServiceNow,軟體, - ServiceNow Inc (NYSE),USD,1.0,3245900000000
77,TE Connectivity,電子, - TE Connectivity Ltd (NYSE),USD,1.0,3183200000000
78,Telenor,電信, - Telenor ASA (ADR) (OTCMKTS),,1.0,3161300000000
79,Fiserv,軟體, - Fiserv Inc (NASDAQ),USD,1.0,3126500000000
80,Panasonic,資訊硬體, - Panasonic Corporation (TYO),JPY,0.0089,3115000000000
81,Vivendi,電信, - Vivendi SA (EPA),EUR,1.1643,3082134959999
82,Autodesk,軟體," - Autodesk, Inc. (NASDAQ)",USD,1.0,2892300000000
83,Infineon Technologies,半導體, - Infineon Technologies AG (ETR),EUR,1.1643,2878266029999
84,Chunghwa Telecom,電信, - 中華電信 (TPE),TWD,0.0327279,2843455589430
85,Workday,軟體, - Workday Inc (NASDAQ),USD,1.0,2790200000000
86,Lam Research,半導體, - Lam Research Corporation (NASDAQ),USD,1.0,2784200000000
87,Mitsubishi Electric,機電設備, - Mitsubishi Electric Corporation (TYO),JPY,0.0089,2776800000000
88,Teliasonera,電信, - Telia Company AB (CPH),DKK,0.1562,2771144200000
89,Tokyo Electron,半導體, - Tokyo Electron Ltd (TYO),JPY,0.0089,2750100000000
90,Amphenol,電子, - Amphenol Corporation (NYSE),USD,1.0,2632000000000
91,Red Hat,軟體, - Red Hat Inc (NYSE),USD,1.0,2535600000000
92,Telstra,電信, - Telstra Corporation Ltd (ASX),AUD,0.7386,2415739020000
93,Western Digital,儲存, - Western Digital Corp (NASDAQ),USD,1.0,2359800000000
94,Corning,材料, - Corning Incorporated (NYSE),USD,1.0,2357200000000
95,Swisscom,電信, - Swisscom AG (SWX),CHF,0.9948,2310820920000
96,Hewlett Packard Enterprise,資訊硬體, - Hewlett Packard Enterprise Co (NYSE),USD,1.0,2300900000000
97,Naver,網路服務, - Naver Corp (KRX),KRW,0.0009,2260800000000
98,Capgemini,資訊服務, - Capgemini SE (EPA),EUR,1.1643,2259789870000
99,LARGAN Precision,電子, - 大立光電 (TPE),TWD,0.0327279,2231064215790
100,Microchip Technology,半導體, - Microchip Technology Inc. (NASDAQ),USD,1.0,2156800000000
101,Bharti Airtel,電信, - Bharti Airtel Limited (NSE),INR,0.0146,2131600000000
102,CenturyLink,電信, - Centurylink Inc (NYSE),USD,1.0,2123300000000
103,NetApp,儲存, - NetApp Inc. (NASDAQ),USD,1.0,2118800000000
104,Kyocera,電子, - Kyocera Corp (TYO),JPY,0.0089,2109300000000
105,Best Buy,電商, - Best Buy Co Inc (NYSE),USD,1.0,2108400000000
106,TELUS,電信, - TELUS Corporation (USA) (TSE),CAD,0.7581,2052328320000
107,Toshiba,電子, - Toshiba Corp (TYO),JPY,0.0089,2011400000000
108,Agilent Technologies,電子, - Agilent Technologies Inc (NYSE),USD,1.0,2009000000000
109,Fujifilm Holdings,資訊硬體, - FUJIFILM Holdings Corp (TYO),JPY,0.0089,1984700000000
110,HCL Technologies,軟體, - HCL Technologies Ltd (NSE),INR,0.0146,1971000000000
111,Legrand,機電設備, - Legrand SA (EPA),EUR,1.1643,1958236169999
112,SBA Communications,電信, - SBA Communications Corporation (NASDAQ),USD,1.0,1904300000000
113,BOE Technology Group,電子, - 京東方A (SHE),CNY,0.1492,1901434640000
114,Focus Media Information Technology,資訊硬體, - 分眾傳媒 (SHE),CNY,0.1492,1886275920000
115,Expedia,網路服務, - Expedia Group Inc (NASDAQ),USD,1.0,1872800000000
116,Dell Technologies,資訊硬體, - Dell Technologies Inc (NYSE),USD,1.0,1871400000000
117,Wipro,資訊服務, - Wipro Limited (NSE),INR,0.0146,1839600000000
118,Skyworks Solutions,半導體, - Skyworks Solutions Inc (NASDAQ),USD,1.0,1790400000000
119,VeriSign,軟體," - Verisign, Inc. (NASDAQ)",USD,1.0,1786000000000
120,Secom,保全系統, - Secom Co Ltd (TYO),JPY,0.0089,1762200000000
121,Advanced Info Service,電信, - Advanced Info Service PCL (BKK),THB,0.03,1757100000000
122,Harris,通訊設備, - Harris Corporation (NYSE),USD,1.0,1734600000000
123,SK Telecom,電信, - SK Telecom Co Ltd (KRX),KRW,0.0009,1714500000000
124,Check Point Software,軟體, - Check Point Software Technologies Ltd. (NASDAQ),USD,1.0,1714400000000
125,AAC Technologies Holdings,電子, - 瑞聲科技 (HKG),HKD,0.1274,1700496980000
126,Xilinx,半導體," - Xilinx, Inc. (NASDAQ)",USD,1.0,1690200000000
127,Ametek,機電設備," - AMETEK, Inc. (NYSE)",USD,1.0,1679900000000
128,Maxim Integrated Products,半導體, - Maxim Integrated Products Inc. (NASDAQ),USD,1.0,1661200000000
129,Snap,軟體, - Snap Inc (NYSE),USD,1.0,1650100000000
130,Seagate Technology,儲存, - Seagate Technology PLC (NASDAQ),USD,1.0,1643100000000
131,KLA-Tencor,半導體, - KLA-Tencor Corp (NASDAQ),USD,1.0,1614300000000
132,CA,軟體," - CA, Inc. (NASDAQ)",USD,1.0,1561300000000
133,Advanced Micro Devices,半導體," - Advanced Micro Devices, Inc. (NASDAQ)",USD,1.0,1549500000000
134,MTN Group,電信, - MTN Group Limited (JSE),ZAR,0.075,1516912500000
135,Renesas Electronics,半導體, - Renesas Electronics Corporation (TYO),JPY,0.0089,1513000000000
136,Samsung SDI,電子, - Samsung SDI Co Ltd (KRX),KRW,0.0009,1504800000000
137,Mediatek,半導體, - 聯發科技 (TPE),TWD,0.0327279,1494405005849
138,Telecom Italia,電信, - Telecom Italia SpA (BIT),EUR,1.1643,1483783919999
139,Citrix Systems,軟體," - Citrix Systems, Inc. (NASDAQ)",USD,1.0,1451200000000
140,Samsung SDS,資訊服務, - Samsung SDS Co Ltd (KRX),KRW,0.0009,1445400000000
141,Liberty Broadband,電信, - Liberty Broadband Corp Series A (NASDAQ),USD,1.0,1426900000000
142,TDK,電子, - TDK Corp (TYO),JPY,0.0089,1352800000000
143,Fujitsu,資訊硬體, - Fujitsu Ltd (TYO),JPY,0.0089,1335000000000
144,Symantec,軟體, - Symantec Corporation (NASDAQ),USD,1.0,1325700000000
145,Olympus,資訊硬體, - Olympus Corp (TYO),JPY,0.0089,1317200000000
146,Akamai Technologies,資訊服務," - Akamai Technologies, Inc. (NASDAQ)",USD,1.0,1299300000000
147,CDW,軟體, - CDW common stock (NASDAQ),USD,1.0,1277600000000
148,Nomura Research Institute,資訊服務, - Nomura Research Institute Ltd (TYO),JPY,0.0089,1263800000000
149,Garmin,資訊硬體, - Garmin Ltd. (NASDAQ),USD,1.0,1236800000000
150,LG Electronics,資訊硬體, - LG Electronics Inc. (KRX),KRW,0.0009,1217700000000
151,KPN,電信, - Koninklijke KPN N.V. (EPA),EUR,1.1643,1194571800000
152,Sharp,資訊硬體, - Sharp Corporation (TYO),JPY,0.0089,1192600000000
153,Taiwan Mobile,電信, - 台灣大哥大 (TPE),TWD,0.0327279,1175543621730
154,F5 Networks,資訊服務," - F5 Networks, Inc. (NASDAQ)",USD,1.0,1061100000000
155,Liberty Interactive,電商, - Qurate Retail Inc Series A (NASDAQ),USD,1.0,1018600000000
156,Rakuten,電商, - Rakuten Inc (TYO),JPY,0.0089,996800000000
157,Open Text,軟體, - Open Text Corp (USA) (NASDAQ),USD,1.0,989800000000
158,Amdocs,軟體, - Amdocs Limited (NASDAQ),USD,1.0,976300000000
159,OMRON,電子, - OMRON Corporation (TYO),JPY,0.0089,970100000000
160,Juniper Networks,通訊設備," - Juniper Networks, Inc. (NYSE)",USD,1.0,959800000000
161,Delta Electronics,電子, - 台達電子 (TPE),TWD,0.0327279,892627290179
162,Nanya Technology,半導體, - 南亞科技 (TPE),TWD,0.0327279,892388376509
163,ZTE,通訊設備, - 中興通訊 (SHE),CNY,0.1492,889276760000
164,Proximus,電信, - Proximus NV (EPA),EUR,1.1643,794634749999
165,Flextronics International,電子, - Flex Ltd (NASDAQ),USD,1.0,766700000000
166,Legend Holding,資訊硬體, - 聯想控股 (HKG),HKD,0.1274,717733380000
167,NEC,電子, - NEC Corp (TYO),JPY,0.0089,681322590000
168,Arrow Electronics,電子," - Arrow Electronics, Inc. (NYSE)",USD,1.0,674700000000
169,Quanta Computer,資訊硬體, - 廣達電腦 (TPE),TWD,0.0327279,667446247020
170,KT Corp,電信, - KT Corp (KRX),KRW,0.0009,647100000000
171,Asustek Computer,資訊硬體, - 華碩 (TPE),TWD,0.0327279,646902944190
172,LG Display,電子, - LG Display Co Ltd (KRX),KRW,0.0009,628200000000
173,China Railway Signal & Communication Corporation,機電設備, - 中國通號 (HKG),HKD,0.1274,608067460000
174,TCL Corp,資訊硬體, - TCL集團 (SHE),CNY,0.1492,597396800000
175,Altice,電信, - Altice N.V/EQ (EPA),EUR,1.1643,576910650000
176,LG Uplus,電信, - LG Uplus Corp (KRX),KRW,0.0009,564300000000
177,Pegatron,資訊硬體, - 和碩聯合科技 (TPE),TWD,0.0327279,557853601080
178,G4S,保全系統, - G4S plc (LON),GBP,1.3158,553688640000
179,VEON,電信, - VEON Ltd (ADR) (NASDAQ),USD,1.0,535500000000
180,Avnet,電子," - Avnet, Inc. (NASDAQ)",USD,1.0,518400000000
181,Turkcell,電信, - Turkcell Iletisim Hizmetleri A.S. (IST),TRY,0.2062,506221000000
182,Yamada Denki,電子通路, - Yamada Denki Co Ltd (TYO),JPY,0.0089,479977890000
183,Jabil Circuit,電子, - Jabil Inc (NYSE),USD,1.0,478100000000
184,Konica Minolta Business Solutions,資訊硬體, - Konica Minolta Inc (TYO),JPY,0.0089,438423790000
185,Nokia,通訊設備, - Nokia Oyj (CPH),DKK,0.1562,435798000000
186,China Communications Services,電信, - 中國通信服務股份有限公司 (HKG),HKD,0.1274,431694900000
187,Tsinghua Tongfang,資訊服務, - 清華同方 (SHA),CNY,0.1492,418819320000
188,SYNNEX,資訊服務, - SYNNEX Corporation (NYSE),USD,1.0,402100000000
189,Innolux,電子, - 群創光電 (TPE),TWD,0.0327279,384435004559
190,AU Optronics,電子, - 友達光電 (TPE),TWD,0.0327279,379552001879
191,中國長城科技,資訊硬體, - 中國長城 (SHE),CNY,0.1492,321496160000
192,Tech Data,電子, - Tech Data Corp (NASDAQ),USD,1.0,320900000000
193,Inventec,資訊硬體, - 英業達集團 (TPE),TWD,0.0327279,273513605879
194,WPG Holdings,電子通路, - 大聯大投資控股股份有限公司 (TPE),TWD,0.0327279,263119224839
195,Intelsat,電信, - Intelsat SA (NYSE),USD,1.0,220000000000
196,Wistron,資訊硬體, - 緯創資通 (TPE),TWD,0.0327279,205128658829
197,Sistema,電信, - AFK Sistema PAO (MCX),RUB,0.0161,140060340000
198,Frontier Communications,電信, - Frontier Communications Corp (NASDAQ),USD,1.0,41400000000
199,Softbank,電信, - SoftBank Group Corp (TYO),JPY,0.0089,32226010000
200,ATOS,資訊服務, - Atossa Genetics Inc (NASDAQ),USD,1.0,686120000
201,BT Group,電信, - BT Group plc (ADR) (NYSE),USD,1.0,909899
202,Rogers Communications,電信, - Rogers Communications Inc. (USA) Class B (TSE),CAD,0.7581,594645
203,CGI Group,資訊服務, - CGI (TSE),CAD,0.7581,350267
204,ABB,工業, - ABB India Ltd (NSE),INR,0.0146,886
205,Maxis,電信,,,1.0,0
206,Synnex Technology Intl,電子通路,,,1.0,0
207,Compal Electronics,資訊硬體,,,1.0,0
208,Advanced Semiconductor,半導體,,,1.0,0
209,Emirates Integrated Telecom,電信,,,1.0,0
210,STMicroelectronics,半導體,,,1.0,0
211,Ooredoo Telecom,電信,,,1.0,0
212,Telkom Indonesia,電信,,,1.0,0
213,Lenovo Group,資訊硬體,,,1.0,0
214,Level 3 Communications,電信,,,1.0,0
215,Etisalat,電信,,,1.0,0
