name,market_cap,place,symbol,rate,market_cap_format,market_cap_USD
SBA Communications,183.11億, - SBA Communications Corporation (NASDAQ),USD,1.0,1831100000000,1831100000000
AAC Technologies Holdings,1443.18億, - 瑞聲科技 (HKG),HKD,0.1274,14431800000000,1838611320000
ServiceNow,311.79億, - ServiceNow Inc (NYSE),USD,1.0,3117900000000,3117900000000
CGI Group,"426,246", - CGI Group Inc (TSE),CAD,0.778,,
Xilinx,172.90億," - Xilinx, Inc. (NASDAQ)",USD,1.0,1729000000000,1729000000000
Delta Electronics,2883.27億, - 台達電子 (TPE),TWD,0.03334214,28832700000000,961343919978
Seagate Technology,159.30億, - Seagate Technology PLC (NASDAQ),USD,1.0,1593000000000,1593000000000
Harris,176.29億, - Harris Corporation (NYSE),USD,1.0,1762900000000,1762900000000
STMicroelectronics,,,,1.0,,
Dell Technologies,158.94億, - Dell Technologies Inc (NYSE),USD,1.0,1589400000000,1589400000000
WW Grainger,168.88億, - W W Grainger Inc (NYSE),USD,1.0,1688800000000,1688800000000
CenturyLink,195.37億, - Centurylink Inc (NYSE),USD,1.0,1953700000000,1953700000000
CA,147.05億," - CA, Inc. (NASDAQ)",USD,1.0,1470500000000,1470500000000
Iliad,85.44億, - Iliad SA (EPA),EUR,1.1699,854400000000,999562560000
Citrix Systems,142.22億," - Citrix Systems, Inc. (NASDAQ)",USD,1.0,1422200000000,1422200000000
Olympus,1.32兆, - Olympus Corp (TYO),JPY,0.0092,132000000000000,1214400000000
ATOS,867.19萬, - Atossa Genetics Inc (NASDAQ),USD,1.0,,
Taiwan Mobile,,,,1.0,,
Advanced Micro Devices,129.50億," - Advanced Micro Devices, Inc. (NASDAQ)",USD,1.0,1295000000000,1295000000000
Maxim Integrated Products,164.90億, - Maxim Integrated Products Inc. (NASDAQ),USD,1.0,1649000000000,1649000000000
KPN,97.80億, - Koninklijke KPN N.V. (AMS),EUR,1.1699,978000000000,1144162200000
Fujitsu,1.38兆, - Fujitsu Ltd (TYO),JPY,0.0092,138000000000000,1269600000000
Ametek,167.11億," - AMETEK, Inc. (NYSE)",USD,1.0,1671100000000,1671100000000
Mediatek,4919.37億, - 聯發科技 (TPE),TWD,0.03334214,49193700000000,1640223232518
NetApp,178.13億, - NetApp Inc. (NASDAQ),USD,1.0,1781300000000,1781300000000
Maxis,,,,1.0,,
Juniper Networks,93.32億," - Juniper Networks, Inc. (NYSE)",USD,1.0,933200000000,933200000000
Proximus,77.44億, - Proximus NV (EBR),EUR,1.1699,774400000000,905970560000
LG Electronics,15.80兆, - LG Electronics Inc. (KRX),KRW,0.0009,1580000000000000,1422000000000
Axiata Group,,,,1.0,,
Akamai Technologies,128.05億," - Akamai Technologies, Inc. (NASDAQ)",USD,1.0,1280500000000,1280500000000
Advanced Semiconductor,,,,1.0,,
Garmin,117.93億, - Garmin Ltd. (NASDAQ),USD,1.0,1179300000000,1179300000000
ZTE,"166,100", - 中興通訊 (HKG),HKD,0.1274,,
Liberty Interactive,96.62億, - Qurate Retail Inc Series A (NASDAQ),USD,1.0,966200000000,966200000000
LG Display,7.94兆, - LG Display Co Ltd (KRX),KRW,0.0009,794000000000000,714600000000
Samsung SDS,16.33兆, - Samsung SDS Co Ltd (KRX),KRW,0.0009,1633000000000000,1469700000000
OMRON,1.23兆, - OMRON Corporation (TYO),JPY,0.0092,123000000000000,1131600000000
CDW,120.77億, - CDW common stock (NASDAQ),USD,1.0,1207700000000,1207700000000
Ooredoo Telecom,,,,1.0,,
Nomura Research Institute,1.38兆, - Nomura Research Institute Ltd (TYO),JPY,0.0092,138000000000000,1269600000000
Amdocs,95.11億, - Amdocs Limited (NASDAQ),USD,1.0,951100000000,951100000000
VeriSign,158.30億," - Verisign, Inc. (NASDAQ)",USD,1.0,1583000000000,1583000000000
F5 Networks,104.97億," - F5 Networks, Inc. (NASDAQ)",USD,1.0,1049700000000,1049700000000
Flextronics International,73.64億, - Flex Ltd (NASDAQ),USD,1.0,736400000000,736400000000
Open Text,91.19億, - Open Text Corp (USA) (NASDAQ),USD,1.0,911900000000,911900000000
Samsung SDI,13.92兆, - Samsung SDI Co Ltd (KRX),KRW,0.0009,1392000000000000,1252800000000
Toshiba,2.00兆, - Toshiba Corp (TYO),JPY,0.0092,200000000000000,1840000000000
Quanta Computer,2047.05億, - 廣達電腦 (TPE),TWD,0.03334214,20470500000000,682530276870
Lenovo Group,,,,1.0,,
TDK,1.27兆, - TDK Corp (TYO),JPY,0.0092,127000000000000,1168400000000
Pegatron,1654.60億, - 和碩聯合科技 (TPE),TWD,0.03334214,16546000000000,551679048440
Emirates Integrated Telecom,,,,1.0,,
Asustek Computer,,,,1.0,,
China Railway Signal & Communication,,,,1.0,,
KT Corp,7.05兆, - KT Corp (KRX),KRW,0.0009,705000000000000,634500000000
Turkcell,264.00億, - Turkcell Iletisim Hizmetleri A.S. (IST),TRY,0.2223,2640000000000,586872000000
Legend Holding,589.06億, - 聯想控股 (HKG),HKD,0.1274,5890600000000,750462440000
VEON,46.37億, - VEON Ltd (ADR) (NASDAQ),USD,1.0,463700000000,463700000000
Tsinghua Tongfang,326.03億, - 清華同方 (SHA),,1.0,3260300000000,3260300000000
TCL Corp,420.32億, - TCL集團 (SHE),CNY,0.1561,4203200000000,656119520000
Arrow Electronics,64.10億," - Arrow Electronics, Inc. (NYSE)",USD,1.0,641000000000,641000000000
NEC,7996.53億, - NEC Corp (TYO),JPY,0.0092,79965300000000,735680760000
G4S,"186,710", - G4S plc (CPH),DKK,0.1572,,
Avnet,45.45億," - Avnet, Inc. (NASDAQ)",USD,1.0,454500000000,454500000000
LG Uplus,5.11兆, - LG Uplus Corp (KRX),KRW,0.0009,511000000000000,459900000000
Rexel,38.25億, - Rexel SA (EPA),EUR,1.1699,382500000000,447486750000
Jabil Circuit,48.49億, - Jabil Inc (NYSE),USD,1.0,484900000000,484900000000
Yamada Denki,5451.00億, - Yamada Denki Co Ltd (TYO),JPY,0.0092,54510000000000,501492000000
China Great Wall Computer,,,,1.0,,
China Communications Services,349.76億, - 中國通信服務股份有限公司 (HKG),HKD,0.1274,3497600000000,445594240000
Nanya Technology,2990.87億, - 南亞科技 (TPE),TWD,0.03334214,29908700000000,997220062618
Konica Minolta Business Solutions,4996.48億, - Konica Minolta Inc (TYO),JPY,0.0092,49964800000000,459676160000
Innolux,1154.44億, - 群創光電 (TPE),TWD,0.03334214,11544400000000,384915001016
SYNNEX,42.32億, - SYNNEX Corporation (NYSE),USD,1.0,423200000000,423200000000
AU Optronics,1265.59億, - 友達光電 (TPE),TWD,0.03334214,12655900000000,421974789626
Sistema,1005.05億, - AFK Sistema PAO (MCX),RUB,0.0161,10050500000000,161813050000
Tech Data,32.72億, - Tech Data Corp (NASDAQ),USD,1.0,327200000000,327200000000
Compal Electronics,,,,1.0,,
Inventec,869.96億, - 英業達集團 (TPE),TWD,0.03334214,8699600000000,290063281144
Frontier Communications,5.74億, - Frontier Communications Corp (NASDAQ),USD,1.0,57400000000,57400000000
Wistron,619.83億, - 緯創資通 (TPE),TWD,0.03334214,6198300000000,206664586362
WPG Holdings,793.90億, - 大聯大投資控股股份有限公司 (TPE),TWD,0.03334214,7939000000000,264703249460
Synnex Technology Intl,,,,1.0,,
Oi,29.79億, - Owens-Illinois Inc (NYSE),USD,1.0,297900000000,297900000000
Intelsat,20.70億, - Intelsat SA (NYSE),USD,1.0,207000000000,207000000000
