rank,lift,name,exchange,code,rate,market_cap
188,+ 0,Rexel, - Rexel SA (EPA),EUR,1.1596,444242760000.0
189,+ 0,VEON, - VEON Ltd (ADR) (NASDAQ),USD,1.0,442800000000.0
190,+ 0,China Communications Services, - 中國通信服務股份有限公司 (HKG),HKD,0.1274,437657220000.0
191,+ 0,AU Optronics, - 友達光電 (TPE),TWD,0.03328472,432458381543.0
192,+ 0,Innolux, - 群創光電 (TPE),TWD,0.03328472,397502768599.0
193,+ 0,Tech Data, - Tech Data Corp (NASDAQ),USD,1.0,339000000000.0
194,+ 0,Inventec, - 英業達集團 (TPE),TWD,0.03328472,291953593008.0
195,+ 0,Oi, - Owens-Illinois Inc (NYSE),USD,1.0,285700000000.0
196,+ 0,WPG Holdings, - 大聯大投資控股股份有限公司 (TPE),TWD,0.03328472,261211825615.0
197,+ 0,Wistron, - 緯創資通 (TPE),TWD,0.03328472,212256659439.0
198,+ 0,Intelsat, - Intelsat SA (NYSE),USD,1.0,197600000000.0
199,+ 0,Sistema, - AFK Sistema PAO (MCX),RUB,0.016,152764800000.0
200,+ 0,Frontier Communications, - Frontier Communications Corp (NASDAQ),USD,1.0,59600000000.0
201,+ 0,ABB, - ABB India Ltd (NSE),INR,0.0147,
202,+ 0,Yahoo!,,,1.0,
203,+ 0,Etisalat,,,1.0,
204,+ 0,Telkom Indonesia,,,1.0,
205,+ 0,Rogers Communications, - Rogers Communications Inc. (USA) Class B (TSE),CAD,0.7617,
206,+ 0,Infineon Technologies,,,1.0,
207,+ 0,Level 3 Communications,,,1.0,
208,+ 0,MTN Group, - MTN Group Limited (JSE),ZAC,,
209,+ 0,CGI Group, - CGI Group Inc (TSE),CAD,0.7617,
210,+ 0,STMicroelectronics,,,1.0,
211,+ 0,ATOS, - Atossa Genetics Inc (NASDAQ),USD,1.0,
212,+ 0,Taiwan Mobile,,,1.0,
213,+ 0,NetApp,,,1.0,
214,+ 0,Maxis,,,1.0,
215,+ 0,Advanced Semiconductor,,,1.0,
216,+ 0,Ooredoo Telecom,,,1.0,
217,+ 0,Lenovo Group,,,1.0,
218,+ 0,Emirates Integrated Telecom,,,1.0,
219,+ 0,Asustek Computer,,,1.0,
220,+ 0,China Railway Signal & Communication,,,1.0,
221,+ 0,China Great Wall Computer,,,1.0,
222,+ 0,Compal Electronics,,,1.0,
223,+ 0,Synnex Technology Intl,,,1.0,
