rank,lift,name,exchange,code,rate,market_cap
55,+ 0,RELX Group, - Relx NV (AMS),EUR,1.1675,4599599750000.0
56,+ 0,Emerson Electric, - Emerson Electric Co. (NYSE),USD,1.0,4572600000000.0
57,+ 0,Orange, - Orange SA (EPA),EUR,1.1675,4540407500000.0
58,+ 0,Crown Castle International, - CROWN CASTLE In/SH SH (NYSE),USD,1.0,4328300000000.0
59,+ 0,China Unicom, - 中國聯通 (HKG),HKD,0.1274,4233451040000.0
60,+ 0,SingTel, - Singapore Telecommunications Limited (SGX),SGD,0.7487,4009962330000.0
61,+ 0,eBay, - eBay Inc (NASDAQ),USD,1.0,3991800000000.0
62,+ 0,Philips, - Koninklijke Philips NV (AMS),EUR,1.1675,3958525500000.0
63,+ 0,Infosys, - Infosys Ltd (NSE),INR,0.0149,3948500000000.0
64,+ 0,China Telecom, - 中國電信 (HKG),HKD,0.1274,3876858440000.0
65,+ 0,NXP Semiconductors, - NXP Semiconductors NV (NASDAQ),USD,1.0,3824400000000.0
66,+ 0,HP, - HP Inc (NYSE),USD,1.0,3819500000000.0
67,+ 0,BCE, - BCE Inc. (USA) (TSE),CAD,0.7702,3762427000000.0
68,+ 0,Analog Devices," - Analog Devices, Inc. (NASDAQ)",USD,1.0,3713900000000.0
69,+ 0,Dassault Systemes, - Dassault Systemes SE (EPA),EUR,1.1675,3698406500000.0
70,+ 0,Amadeus IT Group, - Amadeus It Group SA (BME),EUR,1.1675,3548382750000.0
71,+ 0,Hitachi," - Hitachi, Ltd. (TYO)",JPY,0.0091,3512600000000.0
72,+ 0,Murata Manufacturing," - Murata Manufacturing Co., Ltd. (TYO)",JPY,0.0091,3439800000000.0
73,+ 0,Panasonic, - Panasonic Corporation (TYO),JPY,0.0091,3394300000000.0
74,+ 0,TE Connectivity, - TE Connectivity Ltd (NYSE),USD,1.0,3333000000000.0
75,+ 0,Lam Research, - Lam Research Corporation (NASDAQ),USD,1.0,3311000000000.0
76,+ 0,Nokia, - Nokia Oyj (HEL),EUR,1.1675,3309745750000.0
77,+ 0,Vivendi, - Vivendi SA (EPA),EUR,1.1675,3295152000000.0
78,+ 0,ServiceNow, - ServiceNow Inc (NYSE),USD,1.0,3289200000000.0
79,+ 0,Tsinghua Tongfang, - 清華同方 (SHA),,1.0,3287000000000.0
80,+ 0,Infineon Technologies, - Infineon Technologies AG (ETR),EUR,1.1675,3235142500000.0
81,+ 0,Equinix, - Equinix Inc (NASDAQ),USD,1.0,3185800000000.0
82,+ 0,Tokyo Electron, - Tokyo Electron Ltd (TYO),JPY,0.0091,3175900000000.0
83,+ 0,Netease, - NetEase Inc (ADR) (NASDAQ),USD,1.0,3131300000000.0
84,+ 0,Mitsubishi Electric, - Mitsubishi Electric Corporation (TYO),JPY,0.0091,3121300000000.0
85,+ 0,Fiserv, - Fiserv Inc (NASDAQ),USD,1.0,3048300000000.0
86,+ 0,Red Hat, - Red Hat Inc (NYSE),USD,1.0,3044800000000.0
87,+ 0,Autodesk," - Autodesk, Inc. (NASDAQ)",USD,1.0,2978800000000.0
88,+ 0,Chunghwa Telecom, - 中華電信 (TPE),TWD,0.03358321,2865719117399.0
89,+ 0,Workday, - Workday Inc (NASDAQ),USD,1.0,2761100000000.0
90,+ 0,BT Group, - BT Group - CLASS A Common Stock (LON),GBP,1.336,2729982400000.0
91,+ 0,Amphenol, - Amphenol Corporation (NYSE),USD,1.0,2701200000000.0
92,+ 0,Fortive, - Fortive Corp (NYSE),USD,1.0,2590900000000.0
93,+ 0,Western Digital, - Western Digital Corp (NASDAQ),USD,1.0,2566000000000.0
94,+ 0,Telstra, - Telstra Corporation Ltd (ASX),AUD,0.7613,2508026720000.0
95,+ 0,Hewlett Packard Enterprise, - Hewlett Packard Enterprise Co (NYSE),USD,1.0,2489800000000.0
96,+ 0,Ericsson, - ERICSSON/SH B (STO),SEK,0.1139,2436594360000.0
97,+ 0,Focus Media Information Technology, - 分眾傳媒 (SHE),CNY,0.1561,2409590820000.0
98,+ 0,Microchip Technology, - Microchip Technology Inc. (NASDAQ),USD,1.0,2386800000000.0
99,+ 0,Corning, - Corning Incorporated (NYSE),USD,1.0,2370200000000.0
100,+ 0,Swisscom, - Swisscom AG (VTX),CHF,1.0139,2333592240000.0
101,+ 0,Capgemini, - Capgemini SE (EPA),EUR,1.1675,2258178500000.0
102,+ 0,BOE Technology Group, - 京東方A (SHE),CNY,0.1561,2258017720000.0
103,+ 0,Kyocera, - Kyocera Corp (TYO),JPY,0.0091,2256800000000.0
104,+ 0,Hoya, - HOYA CORPORATION (TYO),JPY,0.0091,2256800000000.0
105,+ 0,Bharti Airtel, - Bharti Airtel Limited (NSE),INR,0.0149,2175400000000.0
106,+ 0,TELUS, - TELUS Corporation (USA) (TSE),CAD,0.7702,2085085440000.0
107,+ 0,Teliasonera, - Telia Company AB (STO),SEK,0.1139,2068469560000.0
108,+ 0,Agilent Technologies, - Agilent Technologies Inc (NYSE),USD,1.0,2046400000000.0
109,+ 0,Best Buy, - Best Buy Co Inc (NYSE),USD,1.0,2016200000000.0
110,+ 0,Fujifilm Holdings, - FUJIFILM Holdings Corp (TYO),JPY,0.0091,2011100000000.0
111,+ 0,LARGAN Precision, - 大立光電 (TPE),TWD,0.03358321,2004662404604.0
112,+ 0,Naver, - Naver Corp (KRX),KRW,0.0009,1999800000000.0
113,+ 0,Legrand, - Legrand SA (EPA),EUR,1.1675,1994557000000.0
114,+ 0,NetApp, - NetApp Inc. (NASDAQ),USD,1.0,1940300000000.0
115,+ 0,AAC Technologies Holdings, - 瑞聲科技 (HKG),HKD,0.1274,1879086300000.0
116,+ 0,CenturyLink, - Centurylink Inc (NYSE),USD,1.0,1877200000000.0
117,+ 0,HCL Technologies, - HCL Technologies Ltd (NSE),INR,0.0149,1847600000000.0
118,+ 0,SBA Communications, - SBA Communications Corporation (NASDAQ),USD,1.0,1841800000000.0
119,+ 0,KLA-Tencor, - KLA-Tencor Corp (NASDAQ),USD,1.0,1834000000000.0
120,+ 0,Skyworks Solutions, - Skyworks Solutions Inc (NASDAQ),USD,1.0,1812600000000.0
121,+ 0,Harris, - Harris Corporation (NYSE),USD,1.0,1809600000000.0
122,+ 0,Expedia, - Expedia Group Inc (NASDAQ),USD,1.0,1806900000000.0
123,+ 0,Toshiba, - Toshiba Corp (TYO),JPY,0.0091,1792700000000.0
124,+ 0,Xilinx," - Xilinx, Inc. (NASDAQ)",USD,1.0,1787300000000.0
125,+ 0,WW Grainger, - W W Grainger Inc (NYSE),USD,1.0,1764800000000.0
126,+ 0,Ametek," - AMETEK, Inc. (NYSE)",USD,1.0,1747500000000.0
127,+ 0,Secom, - Secom Co Ltd (TYO),JPY,0.0091,1729000000000.0
128,+ 0,Wipro, - Wipro Limited (NSE),INR,0.0149,1728400000000.0
129,+ 0,Mediatek, - 聯發科技 (TPE),TWD,0.03358321,1723698553102.0
130,+ 0,Dell Technologies, - Dell Technologies Inc (NYSE),USD,1.0,1718200000000.0
131,+ 0,Renesas Electronics, - Renesas Electronics Corporation (TYO),JPY,0.0091,1710800000000.0
132,+ 0,Maxim Integrated Products, - Maxim Integrated Products Inc. (NASDAQ),USD,1.0,1709500000000.0
133,+ 0,Seagate Technology, - Seagate Technology PLC (NASDAQ),USD,1.0,1691100000000.0
134,+ 0,VeriSign," - Verisign, Inc. (NASDAQ)",USD,1.0,1673800000000.0
135,+ 0,Telecom Italia, - Telecom Italia SpA (BIT),EUR,1.1675,1644307000000.0
136,+ 0,SK Telecom, - SK Telecom Co Ltd (KRX),KRW,0.0009,1617300000000.0
137,+ 0,Snap, - Snap Inc (NYSE),USD,1.0,1611700000000.0
138,+ 0,Samsung SDS, - Samsung SDS Co Ltd (KRX),KRW,0.0009,1577700000000.0
139,+ 0,Check Point Software, - Check Point Software Technologies Ltd. (NASDAQ),USD,1.0,1558200000000.0
140,+ 0,CA," - CA, Inc. (NASDAQ)",USD,1.0,1500900000000.0
141,+ 0,Citrix Systems," - Citrix Systems, Inc. (NASDAQ)",USD,1.0,1467900000000.0
142,+ 0,Advanced Micro Devices," - Advanced Micro Devices, Inc. (NASDAQ)",USD,1.0,1437100000000.0
143,+ 0,Vestas Wind Systems, - Vestas Wind Systems A/S (CPH),DKK,0.1569,1421043300000.0
144,+ 0,LG Electronics, - LG Electronics Inc. (KRX),KRW,0.0009,1388700000000.0
145,+ 0,Akamai Technologies," - Akamai Technologies, Inc. (NASDAQ)",USD,1.0,1350400000000.0
146,+ 0,Samsung SDI, - Samsung SDI Co Ltd (KRX),KRW,0.0009,1343700000000.0
147,+ 0,Olympus, - Olympus Corp (TYO),JPY,0.0091,1328600000000.0
148,+ 0,Symantec, - Symantec Corporation (NASDAQ),USD,1.0,1317400000000.0
149,+ 0,Nomura Research Institute, - Nomura Research Institute Ltd (TYO),JPY,0.0091,1301300000000.0
150,+ 0,Sharp, - Sharp Corporation (TYO),JPY,0.0091,1283100000000.0
151,+ 0,Fujitsu, - Fujitsu Ltd (TYO),JPY,0.0091,1274000000000.0
152,+ 0,Liberty Broadband, - Liberty Broadband Corp Series A (NASDAQ),USD,1.0,1270100000000.0
153,+ 0,CDW, - CDW common stock (NASDAQ),USD,1.0,1269200000000.0
154,+ 0,TDK, - TDK Corp (TYO),JPY,0.0091,1237600000000.0
155,+ 0,Garmin, - Garmin Ltd. (NASDAQ),USD,1.0,1217800000000.0
156,+ 0,KPN, - Koninklijke KPN N.V. (AMS),EUR,1.1675,1159444250000.0
157,+ 0,OMRON, - OMRON Corporation (TYO),JPY,0.0091,1128400000000.0
158,+ 0,F5 Networks," - F5 Networks, Inc. (NASDAQ)",USD,1.0,1082700000000.0
159,+ 0,Iliad, - Iliad SA (EPA),EUR,1.1675,1025415250000.0
160,+ 0,Nanya Technology, - 南亞科技 (TPE),TWD,0.03358321,1018548534411.0
161,+ 0,Amdocs, - Amdocs Limited (NASDAQ),USD,1.0,988500000000.0
162,+ 0,Liberty Interactive, - Qurate Retail Inc Series A (NASDAQ),USD,1.0,985900000000.0
163,+ 0,Delta Electronics, - 台達電子 (TPE),TWD,0.03358321,977019536925.0
164,+ 0,Juniper Networks," - Juniper Networks, Inc. (NYSE)",USD,1.0,947900000000.0
165,+ 0,Open Text, - Open Text Corp (USA) (NASDAQ),USD,1.0,946600000000.0
166,+ 0,Rakuten, - Rakuten Inc (TYO),JPY,0.0091,928200000000.0
167,+ 0,Proximus, - Proximus NV (EBR),EUR,1.1675,900609500000.0
168,+ 0,Legend Holding, - 聯想控股 (HKG),HKD,0.1274,757966300000.0
169,+ 0,Flextronics International, - Flex Ltd (NASDAQ),USD,1.0,745300000000.0
170,+ 0,Quanta Computer, - 廣達電腦 (TPE),TWD,0.03358321,739347801434.0
171,+ 0,LG Display, - LG Display Co Ltd (KRX),KRW,0.0009,729000000000.0
172,+ 0,NEC, - NEC Corp (TYO),JPY,0.0091,722943130000.0
173,+ 0,TCL Corp, - TCL集團 (SHE),CNY,0.1561,675101280000.0
174,+ 0,Arrow Electronics," - Arrow Electronics, Inc. (NYSE)",USD,1.0,670700000000.0
175,+ 0,KT Corp, - KT Corp (KRX),KRW,0.0009,642600000000.0
176,+ 0,Altice, - Altice NV Class A (AMS),EUR,1.1675,641774750000.0
177,+ 0,Pegatron, - 和碩聯合科技 (TPE),TWD,0.03358321,590627914270.0
178,+ 0,G4S, - G4S plc (LON),GBP,1.336,578087200000.0
179,+ 0,Turkcell, - Turkcell Iletisim Hizmetleri A.S. (IST),TRY,0.2168,555658400000.0
180,+ 0,Jabil Circuit, - Jabil Inc (NYSE),USD,1.0,498700000000.0
181,+ 0,Yamada Denki, - Yamada Denki Co Ltd (TYO),JPY,0.0091,497800030000.0
182,+ 0,LG Uplus, - LG Uplus Corp (KRX),KRW,0.0009,491400000000.0
183,+ 0,Konica Minolta Business Solutions, - Konica Minolta Inc (TYO),JPY,0.0091,465657920000.0
184,+ 0,Avnet," - Avnet, Inc. (NASDAQ)",USD,1.0,463100000000.0
185,+ 0,Rexel, - Rexel SA (EPA),EUR,1.1675,461279250000.0
186,+ 0,China Communications Services, - 中國通信服務股份有限公司 (HKG),HKD,0.1274,454423060000.0
187,+ 0,SYNNEX, - SYNNEX Corporation (NYSE),USD,1.0,444200000000.0
188,+ 0,AU Optronics, - 友達光電 (TPE),TWD,0.03358321,423410395038.0
189,+ 0,VEON, - VEON Ltd (ADR) (NASDAQ),USD,1.0,421200000000.0
190,+ 0,Innolux, - 群創光電 (TPE),TWD,0.03358321,391039538919.0
191,+ 0,Tech Data, - Tech Data Corp (NASDAQ),USD,1.0,338900000000.0
192,+ 0,Oi, - Owens-Illinois Inc (NYSE),USD,1.0,298700000000.0
193,+ 0,Inventec, - 英業達集團 (TPE),TWD,0.03358321,296979684351.0
194,+ 0,WPG Holdings, - 大聯大投資控股股份有限公司 (TPE),TWD,0.03358321,269374285731.0
195,+ 0,Wistron, - 緯創資通 (TPE),TWD,0.03358321,215080310124.0
196,+ 0,Intelsat, - Intelsat SA (NYSE),USD,1.0,213400000000.0
197,+ 0,Frontier Communications, - Frontier Communications Corp (NASDAQ),USD,1.0,61000000000.0
198,+ 0,ZTE, - 中興通訊 (HKG),HKD,0.1274,0.0
199,+ 0,ABB, - ABB India Ltd (NSE),INR,0.0149,
200,+ 0,Yahoo!,,,1.0,
201,+ 0,Etisalat,,,1.0,
202,+ 0,Telkom Indonesia,,,1.0,
203,+ 0,Telenor, - Telenor ASA (SWX),CHF,1.0139,
204,+ 0,Rogers Communications, - Rogers Communications Inc. (USA) Class B (TSE),CAD,0.7702,
205,+ 0,Level 3 Communications,,,1.0,
206,+ 0,MTN Group, - MTN Group Limited (JSE),ZAC,,
207,+ 0,Advanced Info Service,,,1.0,
208,+ 0,CGI Group, - CGI Group Inc (TSE),CAD,0.7702,
209,+ 0,STMicroelectronics,,,1.0,
210,+ 0,ATOS, - Atossa Genetics Inc (NASDAQ),USD,1.0,
211,+ 0,Taiwan Mobile,,,1.0,
212,+ 0,Maxis,,,1.0,
213,+ 0,Axiata Group,,,1.0,
214,+ 0,Advanced Semiconductor,,,1.0,
215,+ 0,Ooredoo Telecom,,,1.0,
216,+ 0,Lenovo Group,,,1.0,
217,+ 0,Emirates Integrated Telecom,,,1.0,
218,+ 0,Asustek Computer,,,1.0,
219,+ 0,China Railway Signal & Communication,,,1.0,
220,+ 0,China Great Wall Computer,,,1.0,
221,+ 0,Sistema,,,1.0,
222,+ 0,Compal Electronics,,,1.0,
223,+ 0,Synnex Technology Intl,,,1.0,
