rank,lift,name,exchange,code,rate,market_cap
44,+ 0,JD.com, - JD.Com Inc(ADR) (NASDAQ),USD,1.0,5856200000000.0
45,+ 0,SK Hynix, - SK Hynix Inc (KRX),KRW,0.0009,5792400000000.0
46,+ 0,Hikvision, - 海康威視 (SHE),CNY,0.156,5621070000000.0
47,+ 0,Applied Materials," - Applied Materials, Inc. (NASDAQ)",USD,1.0,5508500000000.0
48,+ 0,Intuit, - Intuit Inc. (NASDAQ),USD,1.0,5365500000000.0
49,+ 0,Hon Hai Precision, - 鴻海精密 (TPE),TWD,0.0335501,5133165300000.0
50,+ 0,America Movil, - America Movil SAB de CV (BMV),MXN,0.0488,5026400000000.0
51,+ 0,Schneider Electric, - Schneider Electric SE (EPA),EUR,1.1754,4973587560000.0
52,+ 0,Saudi Telecom, - Saudi Telecom Company SJSC (TADAWUL),SAR,0.2666768,4809836100160.0
53,+ 0,Nidec, - NIDEC CORPORATION (TYO),JPY,0.0091,4631900000000.0
54,+ 0,Telefónica, - Telefonica SA (BME),EUR,1.1754,4627197180000.0
55,+ 0,Emerson Electric, - Emerson Electric Co. (NYSE),USD,1.0,4604100000000.0
56,+ 0,Orange, - Orange SA (EPA),EUR,1.1754,4588291440000.0
57,+ 0,RELX Group, - Relx NV (AMS),EUR,1.1754,4587938820000.0
58,+ 0,Crown Castle International, - CROWN CASTLE In/SH SH (NYSE),USD,1.0,4251100000000.0
59,+ 0,Infosys, - Infosys Ltd (NSE),INR,0.0148,4040400000000.0
60,+ 0,China Unicom, - 中國聯通 (HKG),HKD,0.1275,4026105750000.0
61,+ 0,Philips, - Koninklijke Philips NV (AMS),EUR,1.1754,3981902580000.0
62,+ 0,NXP Semiconductors, - NXP Semiconductors NV (NASDAQ),USD,1.0,3965700000000.0
63,+ 0,eBay, - eBay Inc (NASDAQ),USD,1.0,3955200000000.0
64,+ 0,SingTel, - Singapore Telecommunications Limited (SGX),SGD,0.7486,3948340980000.0
65,+ 0,HP, - HP Inc (NYSE),USD,1.0,3885100000000.0
66,+ 0,China Telecom, - 中國電信 (HKG),HKD,0.1275,3817987500000.0
67,+ 0,BCE, - BCE Inc. (USA) (TSE),CAD,0.7695,3759007500000.0
68,+ 0,Analog Devices," - Analog Devices, Inc. (NASDAQ)",USD,1.0,3753400000000.0
69,+ 0,Dassault Systemes, - Dassault Systemes SE (EPA),EUR,1.1754,3651380100000.0
70,+ 0,Hitachi," - Hitachi, Ltd. (TYO)",JPY,0.0091,3630900000000.0
71,+ 0,Amadeus IT Group, - Amadeus It Group SA (BME),EUR,1.1754,3627049320000.0
72,+ 0,Panasonic, - Panasonic Corporation (TYO),JPY,0.0091,3476200000000.0
73,+ 0,Murata Manufacturing," - Murata Manufacturing Co., Ltd. (TYO)",JPY,0.0091,3458000000000.0
74,+ 0,TE Connectivity, - TE Connectivity Ltd (NYSE),USD,1.0,3403400000000.0
75,+ 0,ServiceNow, - ServiceNow Inc (NYSE),USD,1.0,3307300000000.0
76,+ 0,Infineon Technologies, - Infineon Technologies AG (ETR),EUR,1.1754,3303814320000.0
77,+ 0,Vivendi, - Vivendi SA (EPA),EUR,1.1754,3282304500000.0
78,+ 0,Nokia, - Nokia Oyj (HEL),EUR,1.1754,3263968260000.0
79,+ 0,Lam Research, - Lam Research Corporation (NASDAQ),USD,1.0,3260600000000.0
80,+ 0,Netease, - NetEase Inc (ADR) (NASDAQ),USD,1.0,3176200000000.0
81,+ 0,Equinix, - Equinix Inc (NASDAQ),USD,1.0,3157800000000.0
82,+ 0,Tsinghua Tongfang, - 清華同方 (SHA),,1.0,3153500000000.0
83,+ 0,Fiserv, - Fiserv Inc (NASDAQ),USD,1.0,3130800000000.0
84,+ 0,Tokyo Electron, - Tokyo Electron Ltd (TYO),JPY,0.0091,3112200000000.0
85,+ 0,Red Hat, - Red Hat Inc (NYSE),USD,1.0,3099700000000.0
86,+ 0,Mitsubishi Electric, - Mitsubishi Electric Corporation (TYO),JPY,0.0091,3066700000000.0
87,+ 0,Autodesk," - Autodesk, Inc. (NASDAQ)",USD,1.0,3044500000000.0
88,+ 0,Chunghwa Telecom, - 中華電信 (TPE),TWD,0.0335501,2862893778190.0
89,+ 0,Workday, - Workday Inc (NASDAQ),USD,1.0,2772100000000.0
90,+ 0,BT Group, - BT Group - CLASS A Common Stock (LON),GBP,1.3397,2750270130000.0
91,+ 0,Amphenol, - Amphenol Corporation (NYSE),USD,1.0,2729200000000.0
92,+ 0,Fortive, - Fortive Corp (NYSE),USD,1.0,2620200000000.0
93,+ 0,Western Digital, - Western Digital Corp (NASDAQ),USD,1.0,2535800000000.0
94,+ 0,Hewlett Packard Enterprise, - Hewlett Packard Enterprise Co (NYSE),USD,1.0,2502300000000.0
95,+ 0,Telstra, - Telstra Corporation Ltd (ASX),AUD,0.7585,2498802400000.0
96,+ 0,Microchip Technology, - Microchip Technology Inc. (NASDAQ),USD,1.0,2419300000000.0
97,+ 0,Ericsson, - ERICSSON/SH B (STO),SEK,0.1143,2416427730000.0
98,+ 0,Corning, - Corning Incorporated (NYSE),USD,1.0,2395500000000.0
99,+ 0,Focus Media Information Technology, - 分眾傳媒 (SHE),CNY,0.156,2358439200000.0
100,+ 0,Swisscom, - Swisscom AG (VTX),CHF,1.0157,2327171840000.0
101,+ 0,Hoya, - HOYA CORPORATION (TYO),JPY,0.0091,2256800000000.0
102,+ 0,Kyocera, - Kyocera Corp (TYO),JPY,0.0091,2247700000000.0
103,+ 0,Capgemini, - Capgemini SE (EPA),EUR,1.1754,2241722880000.0
104,+ 0,STMicroelectronics, - STMicroelectronics NV (BIT),EUR,1.1754,2241487800000.0
105,+ 0,Bharti Airtel, - Bharti Airtel Limited (NSE),INR,0.0148,2220000000000.0
106,+ 0,BOE Technology Group, - 京東方A (SHE),CNY,0.156,2175888000000.0
107,+ 0,Agilent Technologies, - Agilent Technologies Inc (NYSE),USD,1.0,2118300000000.0
108,+ 0,TELUS, - TELUS Corporation (USA) (TSE),CAD,0.7695,2083190400000.0
109,+ 0,Naver, - Naver Corp (KRX),KRW,0.0009,2079900000000.0
110,+ 0,LARGAN Precision, - 大立光電 (TPE),TWD,0.0335501,2045438881670.0
111,+ 0,Best Buy, - Best Buy Co Inc (NYSE),USD,1.0,2035600000000.0
112,+ 0,Fujifilm Holdings, - FUJIFILM Holdings Corp (TYO),JPY,0.0091,2029300000000.0
113,+ 0,NetApp, - NetApp Inc. (NASDAQ),USD,1.0,2016500000000.0
114,+ 0,Legrand, - Legrand SA (EPA),EUR,1.1754,1996181820000.0
115,+ 0,AAC Technologies Holdings, - 瑞聲科技 (HKG),HKD,0.1275,1980279000000.0
116,+ 0,HCL Technologies, - HCL Technologies Ltd (NSE),INR,0.0148,1924000000000.0
117,+ 0,CenturyLink, - Centurylink Inc (NYSE),USD,1.0,1900900000000.0
118,+ 0,Toshiba, - Toshiba Corp (TYO),JPY,0.0091,1865500000000.0
119,+ 0,Expedia, - Expedia Group Inc (NASDAQ),USD,1.0,1846400000000.0
120,+ 0,Harris, - Harris Corporation (NYSE),USD,1.0,1842100000000.0
121,+ 0,SBA Communications, - SBA Communications Corporation (NASDAQ),USD,1.0,1814900000000.0
122,+ 0,KLA-Tencor, - KLA-Tencor Corp (NASDAQ),USD,1.0,1803100000000.0
123,+ 0,Skyworks Solutions, - Skyworks Solutions Inc (NASDAQ),USD,1.0,1778600000000.0
124,+ 0,Xilinx," - Xilinx, Inc. (NASDAQ)",USD,1.0,1761400000000.0
125,+ 0,Wipro, - Wipro Limited (NSE),INR,0.0148,1761200000000.0
126,+ 0,Ametek," - AMETEK, Inc. (NYSE)",USD,1.0,1758400000000.0
127,+ 0,Secom, - Secom Co Ltd (TYO),JPY,0.0091,1756300000000.0
128,+ 0,WW Grainger, - W W Grainger Inc (NYSE),USD,1.0,1753100000000.0
129,+ 0,Mediatek, - 聯發科技 (TPE),TWD,0.0335501,1748493656590.0
130,+ 0,Dell Technologies, - Dell Technologies Inc (NYSE),USD,1.0,1746700000000.0
131,+ 0,Seagate Technology, - Seagate Technology PLC (NASDAQ),USD,1.0,1707100000000.0
132,+ 0,Maxim Integrated Products, - Maxim Integrated Products Inc. (NASDAQ),USD,1.0,1706000000000.0
133,+ 0,VeriSign," - Verisign, Inc. (NASDAQ)",USD,1.0,1704100000000.0
134,+ 0,Renesas Electronics, - Renesas Electronics Corporation (TYO),JPY,0.0091,1701700000000.0
135,+ 0,Snap, - Snap Inc (NYSE),USD,1.0,1697400000000.0
136,+ 0,SK Telecom, - SK Telecom Co Ltd (KRX),KRW,0.0009,1671300000000.0
137,+ 0,Samsung SDS, - Samsung SDS Co Ltd (KRX),KRW,0.0009,1626300000000.0
138,+ 0,Telecom Italia, - Telecom Italia SpA (BIT),EUR,1.1754,1621699380000.0
139,+ 0,Check Point Software, - Check Point Software Technologies Ltd. (NASDAQ),USD,1.0,1589100000000.0
140,+ 0,Advanced Micro Devices," - Advanced Micro Devices, Inc. (NASDAQ)",USD,1.0,1555700000000.0
141,+ 0,CA," - CA, Inc. (NASDAQ)",USD,1.0,1518000000000.0
142,+ 0,Citrix Systems," - Citrix Systems, Inc. (NASDAQ)",USD,1.0,1476000000000.0
143,+ 0,Samsung SDI, - Samsung SDI Co Ltd (KRX),KRW,0.0009,1409400000000.0
144,+ 0,LG Electronics, - LG Electronics Inc. (KRX),KRW,0.0009,1380600000000.0
145,+ 0,Symantec, - Symantec Corporation (NASDAQ),USD,1.0,1340100000000.0
146,+ 0,Akamai Technologies," - Akamai Technologies, Inc. (NASDAQ)",USD,1.0,1334500000000.0
147,+ 0,Vestas Wind Systems, - Vestas Wind Systems A/S (CPH),DKK,0.1578,1323610620000.0
148,+ 0,Sharp, - Sharp Corporation (TYO),JPY,0.0091,1310400000000.0
149,+ 0,Liberty Broadband, - Liberty Broadband Corp Series A (NASDAQ),USD,1.0,1308000000000.0
150,+ 0,TDK, - TDK Corp (TYO),JPY,0.0091,1301300000000.0
151,+ 0,Fujitsu, - Fujitsu Ltd (TYO),JPY,0.0091,1301300000000.0
152,+ 0,Nomura Research Institute, - Nomura Research Institute Ltd (TYO),JPY,0.0091,1301300000000.0
153,+ 0,CDW, - CDW common stock (NASDAQ),USD,1.0,1291300000000.0
154,+ 0,Olympus, - Olympus Corp (TYO),JPY,0.0091,1274000000000.0
155,+ 0,Garmin, - Garmin Ltd. (NASDAQ),USD,1.0,1234300000000.0
156,+ 0,KPN, - Koninklijke KPN N.V. (AMS),EUR,1.1754,1180219140000.0
157,+ 0,OMRON, - OMRON Corporation (TYO),JPY,0.0091,1128400000000.0
158,+ 0,F5 Networks," - F5 Networks, Inc. (NASDAQ)",USD,1.0,1092100000000.0
159,+ 0,Iliad, - Iliad SA (EPA),EUR,1.1754,1023303240000.0
160,+ 0,Nanya Technology, - 南亞科技 (TPE),TWD,0.0335501,1005456236880.0
161,+ 0,Amdocs, - Amdocs Limited (NASDAQ),USD,1.0,999400000000.0
162,+ 0,Liberty Interactive, - Qurate Retail Inc Series A (NASDAQ),USD,1.0,998500000000.0
163,+ 0,Delta Electronics, - 台達電子 (TPE),TWD,0.0335501,989127403210.0
164,+ 0,Juniper Networks," - Juniper Networks, Inc. (NYSE)",USD,1.0,974800000000.0
165,+ 0,Open Text, - Open Text Corp (USA) (NASDAQ),USD,1.0,960800000000.0
166,+ 0,Rakuten, - Rakuten Inc (TYO),JPY,0.0091,928200000000.0
167,+ 0,Proximus, - Proximus NV (EBR),EUR,1.1754,892716300000.0
168,+ 0,Legend Holding, - 聯想控股 (HKG),HKD,0.1275,752556000000.0
169,+ 0,Flextronics International, - Flex Ltd (NASDAQ),USD,1.0,746600000000.0
170,+ 0,Quanta Computer, - 廣達電腦 (TPE),TWD,0.0335501,728251890640.0
171,+ 0,NEC, - NEC Corp (TYO),JPY,0.0091,725313680000.0
172,+ 0,LG Display, - LG Display Co Ltd (KRX),KRW,0.0009,720000000000.0
173,+ 0,Arrow Electronics," - Arrow Electronics, Inc. (NYSE)",USD,1.0,679600000000.0
174,+ 0,Altice, - Altice NV Class A (AMS),EUR,1.1754,666334260000.0
175,+ 0,TCL Corp, - TCL集團 (SHE),CNY,0.156,661596000000.0
176,+ 0,KT Corp, - KT Corp (KRX),KRW,0.0009,654300000000.0
177,+ 0,Pegatron, - 和碩聯合科技 (TPE),TWD,0.0335501,595302909370.0
178,+ 0,Turkcell, - Turkcell Iletisim Hizmetleri A.S. (IST),TRY,0.2226,572972400000.0
179,+ 0,G4S, - G4S plc (LON),GBP,1.3397,568702650000.0
180,+ 0,LG Uplus, - LG Uplus Corp (KRX),KRW,0.0009,521100000000.0
181,+ 0,Jabil Circuit, - Jabil Inc (NYSE),USD,1.0,500000000000.0
182,+ 0,Yamada Denki, - Yamada Denki Co Ltd (TYO),JPY,0.0091,487245850000.0
183,+ 0,Konica Minolta Business Solutions, - Konica Minolta Inc (TYO),JPY,0.0091,474807060000.0
184,+ 0,Avnet," - Avnet, Inc. (NASDAQ)",USD,1.0,463800000000.0
185,+ 0,China Communications Services, - 中國通信服務股份有限公司 (HKG),HKD,0.1275,462723000000.0
186,+ 0,Rexel, - Rexel SA (EPA),EUR,1.1754,452881620000.0
187,+ 0,SYNNEX, - SYNNEX Corporation (NYSE),USD,1.0,452200000000.0
188,+ 0,AU Optronics, - 友達光電 (TPE),TWD,0.0335501,429451345030.0
189,+ 0,VEON, - VEON Ltd (ADR) (NASDAQ),USD,1.0,409400000000.0
190,+ 0,Innolux, - 群創光電 (TPE),TWD,0.0335501,402342864230.0
191,+ 0,Tech Data, - Tech Data Corp (NASDAQ),USD,1.0,341600000000.0
192,+ 0,Inventec, - 英業達集團 (TPE),TWD,0.0335501,296086342520.0
193,+ 0,Oi, - Owens-Illinois Inc (NYSE),USD,1.0,294100000000.0
194,+ 0,WPG Holdings, - 大聯大投資控股股份有限公司 (TPE),TWD,0.0335501,266659549810.0
195,+ 0,Intelsat, - Intelsat SA (NYSE),USD,1.0,217400000000.0
196,+ 0,Wistron, - 緯創資通 (TPE),TWD,0.0335501,215790888190.0
197,+ 0,Frontier Communications, - Frontier Communications Corp (NASDAQ),USD,1.0,58700000000.0
198,+ 0,ZTE, - 中興通訊 (HKG),HKD,0.1275,0.0
199,+ 0,ABB, - ABB India Ltd (NSE),INR,0.0148,
200,+ 0,Yahoo!,,,1.0,
201,+ 0,Etisalat,,,1.0,
202,+ 0,Telkom Indonesia,,,1.0,
203,+ 0,Telenor, - Telenor ASA (SWX),CHF,1.0157,
204,+ 0,Rogers Communications, - Rogers Communications Inc. (USA) Class B (TSE),CAD,0.7695,
205,+ 0,Level 3 Communications,,,1.0,
206,+ 0,Teliasonera, - Telia Company AB (HEL),EUR,1.1754,
207,+ 0,MTN Group, - MTN Group Limited (JSE),ZAC,,
208,+ 0,Advanced Info Service,,,1.0,
209,+ 0,CGI Group, - CGI Group Inc (TSE),CAD,0.7695,
210,+ 0,ATOS, - Atossa Genetics Inc (NASDAQ),USD,1.0,
211,+ 0,Taiwan Mobile,,,1.0,
212,+ 0,Maxis,,,1.0,
213,+ 0,Axiata Group,,,1.0,
214,+ 0,Advanced Semiconductor,,,1.0,
215,+ 0,Ooredoo Telecom,,,1.0,
216,+ 0,Lenovo Group,,,1.0,
217,+ 0,Emirates Integrated Telecom,,,1.0,
218,+ 0,Asustek Computer,,,1.0,
219,+ 0,China Railway Signal & Communication,,,1.0,
220,+ 0,China Great Wall Computer,,,1.0,
221,+ 0,Sistema,,,1.0,
222,+ 0,Compal Electronics,,,1.0,
223,+ 0,Synnex Technology Intl,,,1.0,
