rank,name,industry,exchange,code,rate,market_cap
116,Secom,保全系統, - Secom Co Ltd (TYO),JPY,0.009,1745999999999
117,Focus Media Information Technology,資訊硬體, - 分眾傳媒 (SHE),CNY,0.1506,1742095620000
118,Advanced Info Service,電信, - Advanced Info Service PCL (BKK),THB,0.0301,1733645620000
119,Xilinx,半導體," - Xilinx, Inc. (NASDAQ)",USD,1.0,1722000000000
120,Harris,通訊設備, - Harris Corporation (NYSE),USD,1.0,1717000000000
121,Maxim Integrated Products,半導體, - Maxim Integrated Products Inc. (NASDAQ),USD,1.0,1709200000000
122,SK Telecom,電信, - SK Telecom Co Ltd (KRX),KRW,0.0009,1701900000000
123,Seagate Technology,儲存, - Seagate Technology PLC (NASDAQ),USD,1.0,1685000000000
124,Ametek,機電設備," - AMETEK, Inc. (NYSE)",USD,1.0,1671700000000
125,Check Point Software,軟體, - Check Point Software Technologies Ltd. (NASDAQ),USD,1.0,1671600000000
126,Snap,軟體, - Snap Inc (NYSE),USD,1.0,1661800000000
127,AAC Technologies Holdings,電子, - 瑞聲科技 (HKG),HKD,0.1274,1643332600000
128,KLA-Tencor,半導體, - KLA-Tencor Corp (NASDAQ),USD,1.0,1633300000000
129,Advanced Micro Devices,半導體," - Advanced Micro Devices, Inc. (NASDAQ)",USD,1.0,1577700000000
130,Renesas Electronics,半導體, - Renesas Electronics Corporation (TYO),JPY,0.009,1566000000000
131,MTN Group,電信, - MTN Group Limited (JSE),ZAR,0.0744,1545883199999
132,CA,軟體," - CA, Inc. (NASDAQ)",USD,1.0,1545100000000
133,Telecom Italia,電信, - Telecom Italia SpA (BIT),EUR,1.1713,1524798340000
134,Citrix Systems,軟體," - Citrix Systems, Inc. (NASDAQ)",USD,1.0,1441300000000
135,Mediatek,半導體, - 聯發科技 (TPE),TWD,0.0329405,1440046662300
136,Liberty Broadband,電信, - Liberty Broadband Corp Series A (NASDAQ),USD,1.0,1415100000000
137,Samsung SDS,資訊服務, - Samsung SDS Co Ltd (KRX),KRW,0.0009,1402200000000
138,Fujitsu,資訊硬體, - Fujitsu Ltd (TYO),JPY,0.009,1359000000000
139,Samsung SDI,電子, - Samsung SDI Co Ltd (KRX),KRW,0.0009,1332900000000
140,Olympus,資訊硬體, - Olympus Corp (TYO),JPY,0.009,1332000000000
141,TDK,電子, - TDK Corp (TYO),JPY,0.009,1323000000000
142,Symantec,軟體, - Symantec Corporation (NASDAQ),USD,1.0,1314700000000
143,Akamai Technologies,資訊服務," - Akamai Technologies, Inc. (NASDAQ)",USD,1.0,1273200000000
144,CDW,軟體, - CDW common stock (NASDAQ),USD,1.0,1267300000000
145,LG Electronics,資訊硬體, - LG Electronics Inc. (KRX),KRW,0.0009,1238400000000
146,Garmin,資訊硬體, - Garmin Ltd. (NASDAQ),USD,1.0,1227300000000
147,Nomura Research Institute,資訊服務, - Nomura Research Institute Ltd (TYO),JPY,0.009,1215000000000
148,KPN,電信, - Koninklijke KPN N.V. (EPA),EUR,1.1713,1196131560000
149,Sharp,資訊硬體, - Sharp Corporation (TYO),JPY,0.009,1134000000000
150,F5 Networks,資訊服務," - F5 Networks, Inc. (NASDAQ)",USD,1.0,1086600000000
151,Liberty Interactive,電商, - Qurate Retail Inc Series A (NASDAQ),USD,1.0,1026000000000
152,Rakuten,電商, - Rakuten Inc (TYO),JPY,0.009,1007999999999
153,OMRON,電子, - OMRON Corporation (TYO),JPY,0.009,989999999999
154,Open Text,軟體, - Open Text Corp (USA) (NASDAQ),USD,1.0,977800000000
155,Juniper Networks,通訊設備," - Juniper Networks, Inc. (NYSE)",USD,1.0,975500000000
156,Amdocs,軟體, - Amdocs Limited (NASDAQ),USD,1.0,968300000000
157,Delta Electronics,電子, - 台達電子 (TPE),TWD,0.0329405,875186262349
158,Proximus,電信, - Proximus NV (EPA),EUR,1.1713,833497080000
159,Nanya Technology,半導體, - 南亞科技 (TPE),TWD,0.0329405,832791838849
160,ZTE,通訊設備, - 中興通訊 (SHE),CNY,0.1506,769822020000
161,Flextronics International,電子, - Flex Ltd (NASDAQ),USD,1.0,755400000000
162,Legend Holding,資訊硬體, - 聯想控股 (HKG),HKD,0.1274,705834220000
163,NEC,電子, - NEC Corp (TYO),JPY,0.009,697023000000
164,Arrow Electronics,電子," - Arrow Electronics, Inc. (NYSE)",USD,1.0,675500000000
165,Quanta Computer,資訊硬體, - 廣達電腦 (TPE),TWD,0.0329405,675016726000
166,Asustek Computer,資訊硬體, - 華碩 (TPE),TWD,0.0329405,650321233150
167,KT Corp,電信, - KT Corp (KRX),KRW,0.0009,641700000000
168,LG Display,電子, - LG Display Co Ltd (KRX),KRW,0.0009,641700000000
169,China Railway Signal & Communication Corporation,機電設備, - 中國通號 (HKG),HKD,0.1274,611583700000
170,LG Uplus,電信, - LG Uplus Corp (KRX),KRW,0.0009,567000000000
171,Turkcell,電信, - Turkcell Iletisim Hizmetleri A.S. (IST),TRY,0.2127,564016590000
172,TCL Corp,資訊硬體, - TCL集團 (SHE),CNY,0.1506,557355540000
173,Pegatron,資訊硬體, - 和碩聯合科技 (TPE),TWD,0.0329405,555864349400
174,G4S,保全系統, - G4S plc (LON),GBP,1.3259,552104760000
175,VEON,電信, - VEON Ltd (ADR) (NASDAQ),USD,1.0,537300000000
176,Avnet,電子," - Avnet, Inc. (NASDAQ)",USD,1.0,520600000000
177,Altice,電信, - Altice N.V/EQ (EPA),EUR,1.1713,510101150000
178,Jabil Circuit,電子, - Jabil Inc (NYSE),USD,1.0,479000000000
179,Yamada Denki,電子通路, - Yamada Denki Co Ltd (TYO),JPY,0.009,478212299999
180,Konica Minolta Business Solutions,資訊硬體, - Konica Minolta Inc (TYO),JPY,0.009,447089399999
181,Nokia,通訊設備, - Nokia Oyj (CPH),DKK,0.1571,442660670000
182,AU Optronics,電子, - 友達光電 (TPE),TWD,0.0329405,418663872849
183,SYNNEX,資訊服務, - SYNNEX Corporation (NYSE),USD,1.0,407700000000
184,China Communications Services,電信, - 中國通信服務股份有限公司 (HKG),HKD,0.1274,404405820000
185,Tsinghua Tongfang,資訊服務, - 清華同方 (SHA),CNY,0.1506,397102080000
186,Innolux,電子, - 群創光電 (TPE),TWD,0.0329405,378634577250
187,Tech Data,電子, - Tech Data Corp (NASDAQ),USD,1.0,316700000000
188,中國長城科技,資訊硬體, - 中國長城 (SHE),CNY,0.1506,296410920000
189,Inventec,資訊硬體, - 英業達集團 (TPE),TWD,0.0329405,285001206000
190,WPG Holdings,電子通路, - 大聯大投資控股股份有限公司 (TPE),TWD,0.0329405,259040797949
191,Intelsat,電信, - Intelsat SA (NYSE),USD,1.0,214400000000
192,Wistron,資訊硬體, - 緯創資通 (TPE),TWD,0.0329405,201562919500
193,Sistema,電信, - AFK Sistema PAO (MCX),RUB,0.016,141124800000
194,Frontier Communications,電信, - Frontier Communications Corp (NASDAQ),USD,1.0,44200000000
195,Softbank,電信, - SoftBank Group Corp (TYO),JPY,0.009,30033899999
196,ATOS,資訊服務, - Atossa Genetics Inc (NASDAQ),USD,1.0,706840000
197,BT Group,電信, - BT Group plc (ADR) (NYSE),USD,1.0,962633
198,Rogers Communications,電信, - Rogers Communications Inc. (USA) Class B (TSE),CAD,0.7615,567268
199,CGI Group,資訊服務, - CGI (TSE),CAD,0.7615,342110
200,Telenor,電信, - Telenor ASA (SWX),CHF,1.0055,241846
201,ABB,工業, - ABB India Ltd (NSE),INR,0.0145,1295
202,Emirates Integrated Telecom,電信,,,1.0,0
203,Synnex Technology Intl,電子通路,,,1.0,0
204,Level 3 Communications,電信,,,1.0,0
205,Infineon Technologies,半導體,,,1.0,0
206,Compal Electronics,資訊硬體,,,1.0,0
207,Saudi Telecom,電信,,,1.0,0
208,Telkom Indonesia,電信,,,1.0,0
209,Lenovo Group,資訊硬體,,,1.0,0
210,STMicroelectronics,半導體,,,1.0,0
211,Taiwan Mobile,電信,,,1.0,0
212,Etisalat,電信,,,1.0,0
213,Maxis,電信,,,1.0,0
214,Ooredoo Telecom,電信,,,1.0,0
215,Advanced Semiconductor,半導體,,,1.0,0
