rank,lift,name,exchange,code,rate,market_cap
106,+ 0,Agilent Technologies, - Agilent Technologies Inc (NYSE),USD,1.0,2113900000000.0
107,+ 0,Naver, - Naver Corp (KRX),KRW,0.0009,2103300000000.0
108,+ 0,Teliasonera, - Telia Company AB (STO),SEK,0.1161,2100330270000.0
109,+ 0,TELUS, - TELUS Corporation (USA) (TSE),CAD,0.7682,2079671040000.0
110,+ 0,LARGAN Precision, - 大立光電 (TPE),TWD,0.03347777,2074711144655.0
111,+ 0,Best Buy, - Best Buy Co Inc (NYSE),USD,1.0,2053800000000.0
112,+ 0,Toshiba, - Toshiba Corp (TYO),JPY,0.009,2033999999999.0
113,+ 0,Legrand, - Legrand SA (EPA),EUR,1.1764,2010702879999.0
114,+ 0,Fujifilm Holdings, - FUJIFILM Holdings Corp (TYO),JPY,0.009,1979999999999.0
115,+ 0,HCL Technologies, - HCL Technologies Ltd (NSE),INR,0.0148,1924000000000.0
116,+ 0,CenturyLink, - Centurylink Inc (NYSE),USD,1.0,1881800000000.0
117,+ 0,AAC Technologies Holdings, - 瑞聲科技 (HKG),HKD,0.1274,1871837240000.0
118,+ 0,SBA Communications, - SBA Communications Corporation (NASDAQ),USD,1.0,1851600000000.0
119,+ 0,Harris, - Harris Corporation (NYSE),USD,1.0,1829700000000.0
120,+ 0,Expedia, - Expedia Group Inc (NASDAQ),USD,1.0,1825500000000.0
121,+ 0,Skyworks Solutions, - Skyworks Solutions Inc (NASDAQ),USD,1.0,1806600000000.0
122,+ 0,Dell Technologies, - Dell Technologies Inc (NYSE),USD,1.0,1771300000000.0
123,+ 0,Wipro, - Wipro Limited (NSE),INR,0.0148,1761200000000.0
124,+ 0,Xilinx," - Xilinx, Inc. (NASDAQ)",USD,1.0,1761200000000.0
125,+ 0,WW Grainger, - W W Grainger Inc (NYSE),USD,1.0,1754000000000.0
126,+ 0,KLA-Tencor, - KLA-Tencor Corp (NASDAQ),USD,1.0,1743400000000.0
127,+ 0,Ametek," - AMETEK, Inc. (NYSE)",USD,1.0,1739200000000.0
128,+ 0,Secom, - Secom Co Ltd (TYO),JPY,0.009,1736999999999.0
129,+ 0,Maxim Integrated Products, - Maxim Integrated Products Inc. (NASDAQ),USD,1.0,1690700000000.0
130,+ 0,VeriSign," - Verisign, Inc. (NASDAQ)",USD,1.0,1690400000000.0
131,+ 0,Snap, - Snap Inc (NYSE),USD,1.0,1681700000000.0
132,+ 0,Renesas Electronics, - Renesas Electronics Corporation (TYO),JPY,0.009,1673999999999.0
133,+ 0,Mediatek, - 聯發科技 (TPE),TWD,0.03347761,1665410664670.0
134,+ 0,Seagate Technology, - Seagate Technology PLC (NASDAQ),USD,1.0,1658900000000.0
135,+ 0,Samsung SDS, - Samsung SDS Co Ltd (KRX),KRW,0.0009,1602000000000.0
136,+ 0,Telecom Italia, - Telecom Italia SpA (BIT),EUR,1.1764,1597080639999.0
137,+ 0,Advanced Micro Devices," - Advanced Micro Devices, Inc. (NASDAQ)",USD,1.0,1570000000000.0
138,+ 0,Check Point Software, - Check Point Software Technologies Ltd. (NASDAQ),USD,1.0,1567000000000.0
139,+ 0,ZTE, - 中興通訊 (SHE),CNY,0.1562,1561125280000.0
140,+ 0,CA," - CA, Inc. (NASDAQ)",USD,1.0,1524700000000.0
141,+ 0,Samsung SDI, - Samsung SDI Co Ltd (KRX),KRW,0.0009,1449900000000.0
142,+ 0,Citrix Systems," - Citrix Systems, Inc. (NASDAQ)",USD,1.0,1441100000000.0
143,+ 0,LG Electronics, - LG Electronics Inc. (KRX),KRW,0.0009,1439100000000.0
144,+ 0,Akamai Technologies," - Akamai Technologies, Inc. (NASDAQ)",USD,1.0,1358800000000.0
145,+ 0,Liberty Broadband, - Liberty Broadband Corp Series A (NASDAQ),USD,1.0,1323300000000.0
146,+ 0,Vestas Wind Systems, - Vestas Wind Systems A/S (CPH),DKK,0.1579,1309101530000.0
147,+ 0,Symantec, - Symantec Corporation (NASDAQ),USD,1.0,1308400000000.0
148,+ 0,Sharp, - Sharp Corporation (TYO),JPY,0.009,1296000000000.0
149,+ 0,Fujitsu, - Fujitsu Ltd (TYO),JPY,0.009,1287000000000.0
150,+ 0,Nomura Research Institute, - Nomura Research Institute Ltd (TYO),JPY,0.009,1287000000000.0
151,+ 0,Olympus, - Olympus Corp (TYO),JPY,0.009,1278000000000.0
152,+ 0,TDK, - TDK Corp (TYO),JPY,0.009,1278000000000.0
153,+ 0,CDW, - CDW common stock (NASDAQ),USD,1.0,1274500000000.0
154,+ 0,Garmin, - Garmin Ltd. (NASDAQ),USD,1.0,1230700000000.0
155,+ 0,KPN, - Koninklijke KPN N.V. (AMS),EUR,1.1764,1173576640000.0
156,+ 0,OMRON, - OMRON Corporation (TYO),JPY,0.009,1097999999999.0
157,+ 0,F5 Networks," - F5 Networks, Inc. (NASDAQ)",USD,1.0,1094800000000.0
158,+ 0,Liberty Interactive, - Qurate Retail Inc Series A (NASDAQ),USD,1.0,1001900000000.0
159,+ 0,Amdocs, - Amdocs Limited (NASDAQ),USD,1.0,993600000000.0
160,+ 0,Delta Electronics, - 台達電子 (TPE),TWD,0.03347761,991338987319.0
161,+ 0,Iliad, - Iliad SA (EPA),EUR,1.1764,978647159999.0
162,+ 0,Rakuten, - Rakuten Inc (TYO),JPY,0.009,971999999999.0
163,+ 0,Juniper Networks," - Juniper Networks, Inc. (NYSE)",USD,1.0,971700000000.0
164,+ 0,Open Text, - Open Text Corp (USA) (NASDAQ),USD,1.0,963400000000.0
165,+ 0,Nanya Technology, - 南亞科技 (TPE),TWD,0.03347761,934922518948.0
166,+ 0,Proximus, - Proximus NV (EBR),EUR,1.1764,852066519999.0
167,+ 0,Flextronics International, - Flex Ltd (NASDAQ),USD,1.0,750400000000.0
168,+ 0,Legend Holding, - 聯想控股 (HKG),HKD,0.1274,748895420000.0
169,+ 0,NEC, - NEC Corp (TYO),JPY,0.009,724375800000.0
170,+ 0,LG Display, - LG Display Co Ltd (KRX),KRW,0.0009,713700000000.0
171,+ 0,Quanta Computer, - 廣達電腦 (TPE),TWD,0.03347777,704700362945.0
172,+ 0,Arrow Electronics," - Arrow Electronics, Inc. (NYSE)",USD,1.0,684700000000.0
173,+ 0,KT Corp, - KT Corp (KRX),KRW,0.0009,667800000000.0
174,+ 0,TCL Corp, - TCL集團 (SHE),CNY,0.1562,653978160000.0
175,+ 0,Pegatron, - 和碩聯合科技 (TPE),TWD,0.03347777,581773339283.0
176,+ 0,G4S, - G4S plc (LON),GBP,1.3336,578115600000.0
177,+ 0,Altice, - Altice NV Class A (AMS),EUR,1.1764,552319800000.0
178,+ 0,LG Uplus, - LG Uplus Corp (KRX),KRW,0.0009,548100000000.0
179,+ 0,Turkcell, - Turkcell Iletisim Hizmetleri A.S. (IST),TRY,0.2154,534321240000.0
180,+ 0,Jabil Circuit, - Jabil Inc (NYSE),USD,1.0,501800000000.0
181,+ 0,Konica Minolta Business Solutions, - Konica Minolta Inc (TYO),JPY,0.009,483160499999.0
182,+ 0,Yamada Denki, - Yamada Denki Co Ltd (TYO),JPY,0.009,481891499999.0
183,+ 0,Avnet," - Avnet, Inc. (NASDAQ)",USD,1.0,468200000000.0
184,+ 0,SYNNEX, - SYNNEX Corporation (NYSE),USD,1.0,455700000000.0
185,+ 0,Rexel, - Rexel SA (EPA),EUR,1.1764,451384679999.0
186,+ 0,China Communications Services, - 中國通信服務股份有限公司 (HKG),HKD,0.1274,447377840000.0
187,+ 0,AU Optronics, - 友達光電 (TPE),TWD,0.03347777,428522151553.0
188,+ 0,VEON, - VEON Ltd (ADR) (NASDAQ),USD,1.0,419200000000.0
189,+ 0,Innolux, - 群創光電 (TPE),TWD,0.03347761,398139172447.0
190,+ 0,ABB, - ABB India Ltd (NSE),INR,0.0148,381803000000.0
191,+ 0,Tech Data, - Tech Data Corp (NASDAQ),USD,1.0,334700000000.0
192,+ 0,Oi, - Owens-Illinois Inc (NYSE),USD,1.0,291900000000.0
193,+ 0,Inventec, - 英業達集團 (TPE),TWD,0.03347777,290643955809.0
194,+ 0,WPG Holdings, - 大聯大投資控股股份有限公司 (TPE),TWD,0.03347777,265170720615.0
195,+ 0,Wistron, - 緯創資通 (TPE),TWD,0.03347761,215324639759.0
196,+ 0,Intelsat, - Intelsat SA (NYSE),USD,1.0,175700000000.0
197,+ 0,Sistema, - AFK Sistema PAO (MCX),RUB,0.0159,154199790000.0
198,+ 0,Frontier Communications, - Frontier Communications Corp (NASDAQ),USD,1.0,58200000000.0
199,+ 0,General Electric,,,1.0,
200,+ 0,IBM,,,1.0,
201,+ 0,Honeywell International,,,1.0,
202,+ 0,Yahoo!,,,1.0,
203,+ 0,Etisalat,,,1.0,
204,+ 0,Telkom Indonesia,,,1.0,
205,+ 0,Level 3 Communications,,,1.0,
206,+ 0,MTN Group, - MTN Group Limited (JSE),ZAC,,
207,+ 0,SK Telecom, - SK Telecom Co Ltd (ADR) (NYSE),USD,1.0,
208,+ 0,Advanced Info Service,,,1.0,
209,+ 0,CGI Group, - CGI Group Inc (TSE),CAD,0.7682,
210,+ 0,STMicroelectronics,,,1.0,
211,+ 0,ATOS, - Atossa Genetics Inc (NASDAQ),USD,1.0,
212,+ 0,Taiwan Mobile,,,1.0,
213,+ 0,NetApp,,,1.0,
214,+ 0,Maxis,,,1.0,
215,+ 0,Advanced Semiconductor,,,1.0,
216,+ 0,Ooredoo Telecom,,,1.0,
217,+ 0,Lenovo Group,,,1.0,
218,+ 0,Emirates Integrated Telecom,,,1.0,
219,+ 0,Asustek Computer,,,1.0,
220,+ 0,China Railway Signal & Communication,,,1.0,
221,+ 0,China Great Wall Computer,,,1.0,
222,+ 0,Compal Electronics,,,1.0,
223,+ 0,Synnex Technology Intl,,,1.0,
