rank,name,industry,exchange,code,rate,market_cap
26,Accenture,資訊服務, - Accenture Plc (NYSE),USD,1.0,11189500000000
27,Tata Consultancy Services,資訊服務, - Tata Consultancy Services Limited (NSE),INR,0.0145,11092500000000
28,Salesforce.com,網路服務," - salesforce.com, inc. (NYSE)",USD,1.0,10828600000000
29,Booking Holdings,網路服務, - Booking Holdings Inc (NASDAQ),USD,1.0,10012500000000
30,Nippon Telegraph & Tel,電信, - Nippon Telegraph And Telephone Corp (TYO),JPY,0.0089,9540800000000
31,ASML Holding,半導體, - ASML Holding NV (EPA),EUR,1.167,9491327700000
32,Baidu,網路服務, - Baidu Inc (ADR) (NASDAQ),USD,1.0,9308100000000
33,Broadcom,半導體, - Broadcom Inc (NASDAQ),USD,1.0,9081300000000
34,Qualcomm,半導體," - QUALCOMM, Inc. (NASDAQ)",USD,1.0,8609100000000
35,Deutsche Telekom,電信, - Deutsche Telekom AG (ETR),EUR,1.167,7637548200000
36,KDDI,電信, - KDDI Corp (TYO),JPY,0.0089,7111100000000
37,Sony,資訊硬體, - Sony Corp (TYO),JPY,0.0089,6701700000000
38,Micron Technology,半導體," - Micron Technology, Inc. (NASDAQ)",USD,1.0,6520900000000
39,Keyence,電子, - KEYENCE CORPORATION (TYO),JPY,0.0089,6399100000000
40,Vodafone,電信, - Vodafone Group plc (LON),GBP,1.3047,6277694520000
41,VMware,軟體," - VMware, Inc. (NYSE)",USD,1.0,6273900000000
42,Altaba,網路服務, - Altaba Inc (NASDAQ),USD,1.0,6098900000000
43,Automatic Data Processing,資訊服務, - Automatic Data Processing (NASDAQ),USD,1.0,6069100000000
44,America Movil,電信, - America Movil SAB de CV (BMV),MXN,0.0527,5849700000000
45,SK Hynix,半導體, - SK Hynix Inc (KRX),KRW,0.0009,5759100000000
46,Intuit,軟體, - Intuit Inc. (NASDAQ),USD,1.0,5583200000000
47,JD.com,電商, - JD.Com Inc(ADR) (NASDAQ),USD,1.0,5183000000000
48,Hikvision,電子, - 海康威視 (SHE),CNY,0.1473,5019438990000
49,Applied Materials,半導體," - Applied Materials, Inc. (NASDAQ)",USD,1.0,4876200000000
50,Hon Hai Precision,資訊硬體, - 鴻海精密 (TPE),TWD,0.0326534,4832703200000
51,ABB,工業, - ABB Ltd. (SWX),CHF,1.0032,4792286400000
52,Schneider Electric,機電設備, - Schneider Electric SE (EPA),EUR,1.167,4710712200000
53,Saudi Telecom,電信, - Saudi Telecom Company SJSC (TADAWUL),SAR,0.26664371,4687596421800
54,Crown Castle International,電信, - CROWN CASTLE In/SH SH (NYSE),USD,1.0,4607700000000
55,Nidec,機電設備, - NIDEC CORPORATION (TYO),JPY,0.0089,4530100000000
56,Telefónica,電信, - Telefonica SA (BME),EUR,1.167,4525626000000
57,Orange,電信, - Orange SA (EPA),EUR,1.167,4408225800000
58,Emerson Electric,機電設備, - Emerson Electric Co. (NYSE),USD,1.0,4358400000000
59,Infosys,資訊服務, - Infosys Ltd (NSE),INR,0.0145,4263000000000
60,Philips,工業, - Koninklijke Philips NV (EPA),EUR,1.167,4027083600000
61,SingTel,電信, - Singapore Telecommunications Limited (SGX),SGD,0.7312,3952136000000
62,Dassault Systemes,軟體, - Dassault Systemes SE (EPA),EUR,1.167,3943293000000
63,Axiata Group,電信, - Axiata Group Bhd (KLSE),,1.0,3927600000000
64,Murata Manufacturing,電子," - Murata Manufacturing Co., Ltd. (TYO)",JPY,0.0089,3924900000000
65,Ericsson,通訊設備, - ERICSSON/SH B (CPH),DKK,0.1566,3814290539999
66,eBay,電商, - eBay Inc (NASDAQ),USD,1.0,3782100000000
67,HP,資訊硬體, - HP Inc (NYSE),USD,1.0,3748700000000
68,Amadeus IT Group,軟體, - Amadeus It Group SA (BME),EUR,1.167,3728098200000
69,BCE,電信, - BCE Inc. (USA) (TSE),CAD,0.7557,3691594500000
70,NXP Semiconductors,半導體, - NXP Semiconductors NV (NASDAQ),USD,1.0,3677800000000
71,Analog Devices,半導體," - Analog Devices, Inc. (NASDAQ)",USD,1.0,3658400000000
72,China Unicom,電信, - 中國聯通 (HKG),HKD,0.1274,3648710520000
73,Equinix,資訊服務, - Equinix Inc (NASDAQ),USD,1.0,3473800000000
74,Netease,網路服務, - NetEase Inc (ADR) (NASDAQ),USD,1.0,3463900000000
75,Hitachi,電子," - Hitachi, Ltd. (TYO)",JPY,0.0089,3426500000000
76,ServiceNow,軟體, - ServiceNow Inc (NYSE),USD,1.0,3410900000000
77,Vivendi,電信, - Vivendi SA (EPA),EUR,1.167,3221853600000
78,TE Connectivity,電子, - TE Connectivity Ltd (NYSE),USD,1.0,3214900000000
79,Telenor,電信, - Telenor ASA (ADR) (OTCMKTS),,1.0,3161300000000
80,Fiserv,軟體, - Fiserv Inc (NASDAQ),USD,1.0,3159200000000
81,Panasonic,資訊硬體, - Panasonic Corporation (TYO),JPY,0.0089,3150600000000
82,Infineon Technologies,半導體, - Infineon Technologies AG (ETR),EUR,1.167,3025914300000
83,Autodesk,軟體," - Autodesk, Inc. (NASDAQ)",USD,1.0,3007700000000
84,Lam Research,半導體, - Lam Research Corporation (NASDAQ),USD,1.0,2967500000000
85,Workday,軟體, - Workday Inc (NASDAQ),USD,1.0,2862800000000
86,BT Group,電信, - BT Group - CLASS A Common Stock (LON),GBP,1.3047,2854553130000
87,Chunghwa Telecom,電信, - 中華電信 (TPE),TWD,0.0326534,2824372159700
88,Mitsubishi Electric,機電設備, - Mitsubishi Electric Corporation (TYO),JPY,0.0089,2812400000000
89,Tokyo Electron,半導體, - Tokyo Electron Ltd (TYO),JPY,0.0089,2759000000000
90,Amphenol,電子, - Amphenol Corporation (NYSE),USD,1.0,2680900000000
91,Red Hat,軟體, - Red Hat Inc (NYSE),USD,1.0,2663900000000
92,Teliasonera,電信, - Telia Company AB (CPH),DKK,0.1566,2612636100000
93,Telstra,電信, - Telstra Corporation Ltd (ASX),AUD,0.7378,2448167960000
94,Corning,材料, - Corning Incorporated (NYSE),USD,1.0,2427000000000
95,Hewlett Packard Enterprise,資訊硬體, - Hewlett Packard Enterprise Co (NYSE),USD,1.0,2385500000000
96,Focus Media Information Technology,資訊硬體, - 分眾傳媒 (SHE),CNY,0.1473,2371765680000
97,Swisscom,電信, - Swisscom AG (SWX),CHF,1.0032,2338057920000
98,Western Digital,儲存, - Western Digital Corp (NASDAQ),USD,1.0,2332500000000
99,LARGAN Precision,電子, - 大立光電 (TPE),TWD,0.0326534,2308330887460
100,Capgemini,資訊服務, - Capgemini SE (EPA),EUR,1.167,2307159000000
101,Naver,網路服務, - Naver Corp (KRX),KRW,0.0009,2284200000000
102,Microchip Technology,半導體, - Microchip Technology Inc. (NASDAQ),USD,1.0,2240500000000
103,NetApp,儲存, - NetApp Inc. (NASDAQ),USD,1.0,2158400000000
104,Kyocera,電子, - Kyocera Corp (TYO),JPY,0.0089,2109300000000
105,Fujifilm Holdings,資訊硬體, - FUJIFILM Holdings Corp (TYO),JPY,0.0089,2082600000000
106,Best Buy,電商, - Best Buy Co Inc (NYSE),USD,1.0,2082000000000
107,CenturyLink,電信, - Centurylink Inc (NYSE),USD,1.0,2053400000000
108,TELUS,電信, - TELUS Corporation (USA) (TSE),CAD,0.7557,2045831040000
109,Toshiba,電子, - Toshiba Corp (TYO),JPY,0.0089,2038100000000
110,HCL Technologies,軟體, - HCL Technologies Ltd (NSE),INR,0.0145,2015500000000
111,Agilent Technologies,電子, - Agilent Technologies Inc (NYSE),USD,1.0,2006000000000
112,Bharti Airtel,電信, - Bharti Airtel Limited (NSE),INR,0.0145,2001000000000
113,Legrand,機電設備, - Legrand SA (EPA),EUR,1.167,1951690800000
114,Dell Technologies,資訊硬體, - Dell Technologies Inc (NYSE),USD,1.0,1886900000000
115,Expedia,網路服務, - Expedia Group Inc (NASDAQ),USD,1.0,1879600000000
116,SBA Communications,電信, - SBA Communications Corporation (NASDAQ),USD,1.0,1873300000000
117,Wipro,資訊服務, - Wipro Limited (NSE),INR,0.0145,1856000000000
118,CA,軟體," - CA, Inc. (NASDAQ)",USD,1.0,1850400000000
119,VeriSign,軟體," - Verisign, Inc. (NASDAQ)",USD,1.0,1846700000000
120,Harris,通訊設備, - Harris Corporation (NYSE),USD,1.0,1810900000000
121,BOE Technology Group,電子, - 京東方A (SHE),CNY,0.1473,1802554289999
122,Secom,保全系統, - Secom Co Ltd (TYO),JPY,0.0089,1780000000000
123,Check Point Software,軟體, - Check Point Software Technologies Ltd. (NASDAQ),USD,1.0,1765100000000
124,Advanced Info Service,電信, - Advanced Info Service PCL (BKK),THB,0.0299,1760132270000
125,Skyworks Solutions,半導體, - Skyworks Solutions Inc (NASDAQ),USD,1.0,1758200000000
126,SK Telecom,電信, - SK Telecom Co Ltd (KRX),KRW,0.0009,1740600000000
127,Maxim Integrated Products,半導體, - Maxim Integrated Products Inc. (NASDAQ),USD,1.0,1728100000000
128,Xilinx,半導體," - Xilinx, Inc. (NASDAQ)",USD,1.0,1719300000000
129,Ametek,機電設備," - AMETEK, Inc. (NYSE)",USD,1.0,1706500000000
130,KLA-Tencor,半導體, - KLA-Tencor Corp (NASDAQ),USD,1.0,1693300000000
131,Snap,軟體, - Snap Inc (NYSE),USD,1.0,1675200000000
132,Seagate Technology,儲存, - Seagate Technology PLC (NASDAQ),USD,1.0,1647400000000
133,Advanced Micro Devices,半導體," - Advanced Micro Devices, Inc. (NASDAQ)",USD,1.0,1612800000000
134,Renesas Electronics,半導體, - Renesas Electronics Corporation (TYO),JPY,0.0089,1575300000000
135,AAC Technologies Holdings,電子, - 瑞聲科技 (HKG),HKD,0.1274,1556828000000
136,MTN Group,電信, - MTN Group Limited (JSE),ZAR,0.0743,1514902700000
137,Citrix Systems,軟體," - Citrix Systems, Inc. (NASDAQ)",USD,1.0,1480700000000
138,Telecom Italia,電信, - Telecom Italia SpA (BIT),EUR,1.167,1453381800000
139,Samsung SDI,電子, - Samsung SDI Co Ltd (KRX),KRW,0.0009,1449900000000
140,Mediatek,半導體, - 聯發科技 (TPE),TWD,0.0326534,1443917021300
141,Samsung SDS,資訊服務, - Samsung SDS Co Ltd (KRX),KRW,0.0009,1441800000000
142,Liberty Broadband,電信, - Liberty Broadband Corp Series A (NASDAQ),USD,1.0,1421400000000
143,Fujitsu,資訊硬體, - Fujitsu Ltd (TYO),JPY,0.0089,1361700000000
144,Olympus,資訊硬體, - Olympus Corp (TYO),JPY,0.0089,1352800000000
145,Akamai Technologies,資訊服務," - Akamai Technologies, Inc. (NASDAQ)",USD,1.0,1344400000000
146,TDK,電子, - TDK Corp (TYO),JPY,0.0089,1343900000000
147,Symantec,軟體, - Symantec Corporation (NASDAQ),USD,1.0,1334400000000
148,CDW,軟體, - CDW common stock (NASDAQ),USD,1.0,1308400000000
149,Nomura Research Institute,資訊服務, - Nomura Research Institute Ltd (TYO),JPY,0.0089,1281600000000
150,Garmin,資訊硬體, - Garmin Ltd. (NASDAQ),USD,1.0,1259300000000
151,LG Electronics,資訊硬體, - LG Electronics Inc. (KRX),KRW,0.0009,1244700000000
152,KPN,電信, - Koninklijke KPN N.V. (EPA),EUR,1.167,1207845000000
153,Taiwan Mobile,電信, - 台灣大哥大 (TPE),TWD,0.0326534,1172867678580
154,Sharp,資訊硬體, - Sharp Corporation (TYO),JPY,0.0089,1157000000000
155,Rakuten,電商, - Rakuten Inc (TYO),JPY,0.0089,1023500000000
156,Liberty Interactive,電商, - Qurate Retail Inc Series A (NASDAQ),USD,1.0,1022400000000
157,Open Text,軟體, - Open Text Corp (USA) (NASDAQ),USD,1.0,1015100000000
158,Juniper Networks,通訊設備," - Juniper Networks, Inc. (NYSE)",USD,1.0,983900000000
159,Amdocs,軟體, - Amdocs Limited (NASDAQ),USD,1.0,983900000000
160,ZTE,通訊設備, - 中興通訊 (SHE),CNY,0.1473,983227499999
161,OMRON,電子, - OMRON Corporation (TYO),JPY,0.0089,961200000000
162,Delta Electronics,電子, - 台達電子 (TPE),TWD,0.0326534,877873597640
163,Proximus,電信, - Proximus NV (EPA),EUR,1.167,821684700000
164,Flextronics International,電子, - Flex Ltd (NASDAQ),USD,1.0,793500000000
165,LG Display,電子, - LG Display Co Ltd (KRX),KRW,0.0009,705600000000
166,NEC,電子, - NEC Corp (TYO),JPY,0.0089,704736710000
167,Legend Holding,資訊硬體, - 聯想控股 (HKG),HKD,0.1274,699426000000
168,Quanta Computer,資訊硬體, - 廣達電腦 (TPE),TWD,0.0326534,683566275600
169,Arrow Electronics,電子," - Arrow Electronics, Inc. (NYSE)",USD,1.0,671900000000
170,KT Corp,電信, - KT Corp (KRX),KRW,0.0009,646200000000
171,Asustek Computer,資訊硬體, - 華碩 (TPE),TWD,0.0326534,631807371260
172,Pegatron,資訊硬體, - 和碩聯合科技 (TPE),TWD,0.0326534,583659932960
173,LG Uplus,電信, - LG Uplus Corp (KRX),KRW,0.0009,579600000000
174,TCL Corp,資訊硬體, - TCL集團 (SHE),CNY,0.1473,578800620000
175,G4S,保全系統, - G4S plc (LON),GBP,1.3047,555149850000
176,Altice,電信, - Altice N.V/EQ (EPA),EUR,1.167,554675100000
177,Turkcell,電信, - Turkcell Iletisim Hizmetleri A.S. (IST),TRY,0.2088,543944880000
178,Avnet,電子," - Avnet, Inc. (NASDAQ)",USD,1.0,522100000000
179,VEON,電信, - VEON Ltd (ADR) (NASDAQ),USD,1.0,518800000000
180,Jabil Circuit,電子, - Jabil Inc (NYSE),USD,1.0,478600000000
181,Yamada Denki,電子通路, - Yamada Denki Co Ltd (TYO),JPY,0.0089,476537150000
182,Nokia,通訊設備, - Nokia Oyj (CPH),DKK,0.1566,453466619999
183,Konica Minolta Business Solutions,資訊硬體, - Konica Minolta Inc (TYO),JPY,0.0089,451844990000
184,China Communications Services,電信, - 中國通信服務股份有限公司 (HKG),HKD,0.1274,435899100000
185,Tsinghua Tongfang,資訊服務, - 清華同方 (SHA),CNY,0.1473,432222389999
186,AU Optronics,電子, - 友達光電 (TPE),TWD,0.0326534,391259569480
187,SYNNEX,資訊服務, - SYNNEX Corporation (NYSE),USD,1.0,387200000000
188,Innolux,電子, - 群創光電 (TPE),TWD,0.0326534,370465884360
189,Tech Data,電子, - Tech Data Corp (NASDAQ),USD,1.0,327900000000
190,中國長城科技,資訊硬體, - 中國長城 (SHE),CNY,0.1473,321349680000
191,Inventec,資訊硬體, - 英業達集團 (TPE),TWD,0.0326534,281142508660
192,WPG Holdings,電子通路, - 大聯大投資控股股份有限公司 (TPE),TWD,0.0326534,263705593060
193,Intelsat,電信, - Intelsat SA (NYSE),USD,1.0,219100000000
194,Wistron,資訊硬體, - 緯創資通 (TPE),TWD,0.0326534,209961362000
195,Sistema,電信, - AFK Sistema PAO (MCX),RUB,0.0158,135763080000
196,Frontier Communications,電信, - Frontier Communications Corp (NASDAQ),USD,1.0,38900000000
197,ATOS,資訊服務, - Atossa Genetics Inc (NASDAQ),USD,1.0,655030000
198,Rogers Communications,電信, - Rogers Communications Inc. (USA) Class B (TSE),CAD,0.7557,637825
199,F5 Networks,資訊服務," - F5 Networks, Inc. (NASDAQ)",USD,1.0,630491
200,CGI Group,資訊服務, - CGI (TSE),CAD,0.7557,339049
201,Compal Electronics,資訊硬體,,,1.0,0
202,Synnex Technology Intl,電子通路,,,1.0,0
203,Maxis,電信,,,1.0,0
204,Nanya Technology,半導體,,,1.0,0
205,Emirates Integrated Telecom,電信,,,1.0,0
206,Level 3 Communications,電信,,,1.0,0
207,Lenovo Group,資訊硬體,,,1.0,0
208,Softbank,電信,,,1.0,0
209,Ooredoo Telecom,電信,,,1.0,0
210,STMicroelectronics,半導體,,,1.0,0
211,Telkom Indonesia,電信,,,1.0,0
212,Advanced Semiconductor,半導體,,,1.0,0
213,Etisalat,電信,,,1.0,0
214,China Telecom,電信,,,1.0,0
215,China Railway Signal & Communication Corporation,機電設備,,,1.0,0
